0x9bd
0x1138
0x1394
0x1819
0x1a6e
0x2a07
0x3053
0x33d1
0x37d3
0x3f78S0x3e32
0x3f7cS0x3e32
0x4029S0x3e32
0x4045S0x3e32
0x3f54S0x3e32
0x4035S0x3e32
0x3f78S0x3d97
0x3f7cS0x3d97
0x4029S0x3d97
0x4045S0x3d97
0x3f54S0x3d97
0x4035S0x3d97
