0xe41
0xfc3
0x1097
0x11a1
0x12e5
0x134b
0x157d
0x1636
0x170b
0x18c9
0x19e9
0x1c28
0x1d63
0x1e55
0x1fcd
0x2073
0x2111
0x21bb
0x2265
0x2644
0x26db
0x27d4
0x124aS0x615
0x1859S0x78f
0x384aS0x2ed2
0x381eS0x2ed2
0x14c9S0x654
0x384aS0x30baS0x1f00
0x381eS0x30baS0x1f00
0x384aS0x31eeS0x1fde
0x381eS0x31eeS0x1fde
