0xe36
0xfb8
0x108c
0x1196
0x12da
0x1340
0x1572
0x162b
0x1700
0x18be
0x19de
0x1c1d
0x1d58
0x1e4a
0x1fc2
0x2068
0x2106
0x21b0
0x225a
0x2639
0x26d0
0x27c9
0x123fS0x615
0x184eS0x78f
0x3840S0x2ed2
0x3844S0x2ed2
0x38f1S0x2ed2
0x390dS0x2ed2
0x381cS0x2ed2
0x38fdS0x2ed2
0x14beS0x654
0x3840S0x30baS0x1f00
0x3844S0x30baS0x1f00
0x38f1S0x30baS0x1f00
0x390dS0x30baS0x1f00
0x381cS0x30baS0x1f00
0x38fdS0x30baS0x1f00
0x3840S0x31eeS0x1fde
0x3844S0x31eeS0x1fde
0x38f1S0x31eeS0x1fde
0x390dS0x31eeS0x1fde
0x381cS0x31eeS0x1fde
0x38fdS0x31eeS0x1fde
