0x0	0xc
0x1a	0x2b
0x988	0x996
0xdc7	0xdd5
0x1263	0x127b
0x128b	0x1296
0x1aa0	0x1ab0
0x1c85	0x1c9d
0x1d5d	0x1d68
0x2c52	0x2c5f
0x2cff	0x2d5c
0x2dea	0x2e21
0x3647	0x3655
0x32830x2c3e	0x32910x2c3e
0x32400x2c3e	0x324d0x2c3e
0x10	0x1a
0x1de	0x1ea
0x10f	0x11b
0xad	0xb9
0x7c	0x88
0xe9	0xf5
0x17c	0x188
0x156	0x162
0x1b8	0x1c4
0x2b8	0x2c4
0x256	0x262
0x230	0x23c
0x292	0x29e
0x325	0x331
0x2ff	0x30b
0x361	0x36d
0x756	0x79c
0x4268	0x4279
0xd08	0xd14
0xfd5	0xfe1
0x120d	0x121e
0x1540	0x1586
0x15d9	0x15e5
0x1757	0x1763
0x1a76	0x1aa0
0x1c2f	0x1c40
0x42d3	0x42e4
0x36	0x41
0x100	0x10b
0x893	0x8a3
0x8b7	0x8bc
0x8ac	0x8b7
0x8d3	0x8e2
0x902	0x907
0x95c	0x97c
0xa2d	0xa38
0x997	0x9bc
0x9bd	0x9fc
0x97c	0x988
0xaaf	0xae6
0xaea	0xaf5
0xba8	0xbb7
0xd3a	0xd40
0xd57	0xd60
0x2760	0x276f
0xd96	0xd9e
0xdb1	0xdb7
0x2380	0x238b
0xdbf	0xdc7
0xdf0	0xdf6
0xdff	0xe13
0xe60	0xe6e
0x28c7	0x28cf
0xea8	0xebe
0xec2	0xecd
0xeef	0xef5
0x2933	0x29410x2933
0x2958	0x2962
0xf1b	0xf1e
0xf38	0xf41
0xf6e	0xf71
0x1005	0x100b
0x1022	0x1031
0x2a39	0x2a42
0x10ed	0x10f3
0x1113	0x1123
0x1137	0x113d
0x112c	0x1137
0x1151	0x1156
0x1146	0x1151
0x1177	0x117e
0x2c3e	0x2c42
0x118d	0x1193
0x1226	0x122c
0x1234	0x1239
0x1250	0x1263
0x1284	0x128b
0x14d1	0x14d6
0x1787	0x178d
0x190b	0x191b
0x192f	0x1934
0x1924	0x192f
0x194b	0x195a
0x197a	0x197f
0x1996	0x199f
0x19eb	0x19f3
0x1ab0	0x1ace
0x1ae0	0x1af0
0x1b04	0x1b09
0x1af9	0x1b04
0x1b20	0x1b2f
0x1b4f	0x1b54
0x1b6b	0x1b76
0x1c48	0x1c4e
0x1c56	0x1c5b
0x1c72	0x1c85
0x1d56	0x1d5d
0x1ecf	0x1edf
0x1ef3	0x1ef8
0x1ee8	0x1ef3
0x1f0f	0x1f1e
0x1f35	0x1f74
0x1f78	0x1f83
0x1fb0	0x1fbf
0x1fdf	0x1fe5
0x1ffc	0x2005
0x2034	0x203c
0x2053	0x205e
0x222a	0x2239
0x248b	0x2490
0x2439	0x244d
0x2451	0x245c
0x2489	0x248b
0x25d1	0x25e0
0x26c0	0x26cc
0x2877	0x288b
0x288f	0x289a
0x28d6	0x28e2
0x28e3	0x28ea
0x2922	0x292a
0x2a63	0x2a6a
0x2a7d	0x2a84
0x2aa5	0x2aac
0x2ab3	0x2abb
0x2adc	0x2ae3
0x2aea	0x2af2
0x2b13	0x2b19
0x2b3a	0x2b3c
0x3c2f	0x3c3e
0x2bb8	0x2bbe
0x2c4a	0x2c52
0x2c60	0x2cbc
0x2cc0	0x2ccb
0x2cf8	0x2cff
0x2d60	0x2d6b
0x2dcc	0x2dd9
0x2de4	0x2dea
0x2de1	0x2de4
0x2e25	0x2e30
0x2e6b	0x2e6e
0x2ec8	0x2ed5
0x2ee0	0x2ee6
0x2edd	0x2ee0
0x2f00	0x2f0f
0x2f63	0x2f6d
0x2fa1	0x2fae
0x2fb9	0x2fbf
0x2fb6	0x2fb9
0x3632	0x3637
0x363f	0x3647
0x3656	0x369b
0x369f	0x36aa
0xda	0xe5
0x2403	0x240b
0x2901	0x290b
0x2b	0x36
0x2204	0x2213
0x25ab	0x25ba
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x6d	0x78
0x88	0x93
0x93	0x9e
0x9e	0xa9
0xb9	0xc4
0xc4	0xcf
0xcf	0xda
0xf5	0x100
0x11b	0x126
0x126	0x131
0x131	0x13c
0x13c	0x147
0x147	0x152
0x162	0x16d
0x16d	0x178
0x188	0x193
0x193	0x19e
0x19e	0x1a9
0x1a9	0x1b4
0x1c4	0x1cf
0x1cf	0x1da
0x1ea	0x1f5
0x1f5	0x200
0x200	0x20b
0x20b	0x216
0x216	0x221
0x221	0x22c
0x23c	0x247
0x247	0x252
0x262	0x26d
0x26d	0x278
0x278	0x283
0x283	0x28e
0x29e	0x2a9
0x2a9	0x2b4
0x2c4	0x2cf
0x2cf	0x2da
0x2da	0x2e5
0x2e5	0x2f0
0x2f0	0x2fb
0x30b	0x316
0x316	0x321
0x331	0x33c
0x33c	0x347
0x347	0x352
0x352	0x35d
0x36d	0x378
0x378	0x383
0x79c	0x7a4
0x122c	0x1234
0x1586	0x158e
0x1c4e	0x1c56
0x337b0x2c3e	0x33860x2c3e
0x333e0x2c3e	0x33770x2c3e
0x332a0x2c3e	0x33350x2c3e
0x32ef0x2c3e	0x33260x2c3e
0x32a20x2c3e	0x32cf0x2c3e
