0x105	0x6fdde03
0x182	0x95ea7b3
0x1c2	0x18160ddd
0x1dc	0x23b872dd
0x212	0x313ce567
0x230	0x39509351
0x25c	0x70a08231
0x282	0x715018a6
0x28c	0x8129fc1c
0x294	0x8da5cb5b
0x2b8	0x902d55a5
0x2c0	0x95d89b41
0x2c8	0xa457c2d7
0x2f4	0xa9059cbb
0x320	0xdd62ed3e
0x34e	0xf2fde38b
0x1233	0x00000000
