0x0	0xd
0xd	0x27
0x4047	0x4056
0x42b1	0x42bd
0xa0	0xab
0x955	0x9b80x955
0xed2	0xf3d
0xf53	0xfc5
0x138b	0x13f6
0x141a	0x14720x141a
0x173f	0x17aa
0x1b57	0x1bc2
0x1c04	0x1c6b0x1c04
0x2269	0x22e7
0x2347	0x23b4
0x23ca	0x243a
0xe21	0xe29
0xe36	0xe3d
0xe33	0xe36
0xe4a	0xe51
0xe46	0xe4a
0xe5a	0xe5e
0xff6	0x1006
0x1013	0x101a
0x1027	0x102f
0x1032	0x1039
0x103d	0x10a1
0x10a1	0x10aa
0x1352	0x135a
0x1367	0x136e
0x1364	0x1367
0x27	0x32
0x15d3	0x15dd
0x15e3	0x15e7
0x15e7	0x15f1
0x15f6	0x15f8
0x160a	0x161a
0x1627	0x162e
0x163b	0x1643
0x1646	0x164d
0x1651	0x16b3
0x16b3	0x16bc
0xe2	0xed
0x245b	0x2461
0x2465	0x24ac
0x24b0	0x24bb
0x24c4	0x24d6
0x24e8	0x253c
0x2540	0x254b
0x2554	0x2566
0x2577	0x25c4
0x2600	0x260b
0x25c8	0x25d3
0x25dc	0x25ee
0x287a	0x2881
0x28e2	0x291b
0x29ed	0x29f4
0x29fd	0x2a04
0x2a08	0x2a63
0x2a82	0x2b15
0x2a63	0x2a6c
0x2b34	0x2bc7
0x2b15	0x2b1e
0x2be6	0x2c440x29d2
0x2bc7	0x2bd0
0x2c73	0x2ccc
0x2ceb	0x2d7e
0x2ccc	0x2cd5
0x2d7e	0x2d87
0x2e07	0x2e0f
0x2f8f	0x2f95
0x2fa2	0x2fa9
0x2fb6	0x2fc0
0x2fde	0x2feb
0x2ff1	0x2ff8
0x3013	0x301a
0x303a	0x3043
0x3f6b	0x3f78
0x309b	0x3126
0x313e	0x3152
0x3126	0x312f
0x316b	0x3186
0x319e	0x31b2
0x3186	0x318f
0x31cb	0x320b
0x3243	0x3298
0x32b0	0x32c4
0x3298	0x32a1
0x32dd	0x32fa
0x32fe	0x3309
0x3312	0x3324
0x3637	0x368e0x3637
0x370a	0x3768
0x334a	0x3352
0x377e	0x37e1
0x335b	0x33a2
0x27fb	0x285b
0x34e9	0x354e0x34db
0x3f8e	0x3fa1
0x3fad	0x3fc1
0x4028	0x4033
0x403c	0x4047
0x410f	0x411c
0x4143	0x414f
0x4186	0x4195
0x4196	0x419d
0x424f	0x425d
0x425d	0x427f
0x428e	0x429b
0x42a7	0x42b1
0x42bd	0x42c7
0x35b0	0x3621
0x1fa	0x202
0x220	0x228
0x244	0x24c
0x277	0x27f
0x28f	0x297
0x2b0	0x2b8
0x2e8	0x2f0
0x312	0x31a
0x333	0x33b
0x354	0x35c
0x375	0x37d
0x399	0x3a1
0x3d1	0x3d9
0x3e6	0x3ee
0x40a	0x412
0x41f	0x427
0x440	0x448
0x472	0x47a
0x48a	0x492
0x4b1	0x4b9
0x4d2	0x4da
0x4f3	0x4fb
0x517	0x51f
0x538	0x540
0x569	0x571
0x57e	0x586
0x596	0x59e
0x5d7	0x5df
0x5f8	0x600
0x661	0x669
0x685	0x68d
0x6af	0x6b7
0x6d0	0x6d8
0x6e5	0x6ed
0x6fa	0x702
0x721	0x729
0x745	0x74d
0x766	0x76e
0x78a	0x792
0x7ae	0x7b6
0x7cf	0x7d7
0x7e7	0x7ef
0x808	0x810
0x421a	0x4248
0x29d2	0x29e1
0x2c62	0x2c6f
0x2e3c	0x2e4d
0x4175	0x417f
0x273a	0x27920x273a
0x3fc5	0x4024
0x32	0x3d
0x3d	0x48
0x48	0x53
0x53	0x5e
0x5e	0x69
0x69	0x74
0x74	0x7f
0x7f	0x8a
0x8a	0x95
0x95	0xa0
0xab	0xb6
0xb6	0xc1
0xc1	0xcc
0xcc	0xd7
0xd7	0xe2
0xed	0xf8
0xf8	0x103
0x103	0x10e
0x10e	0x119
0x119	0x124
0x124	0x12f
0x12f	0x13a
0x13a	0x145
0x145	0x150
0x150	0x15b
0x15b	0x166
0x166	0x171
