0xb48
0xf44
0xf4a
0xf7f
0xf9e
0xfba
0xfd5
0x1005
0x1024
0x1040
0x105c
0x1133
0x118f
0x11df
0x1202
0x22f5
0x22fb
0x2330
0x234f
0x236b
0x2386
0x23b6
0x23d5
0x23f1
0x240d
0x26b6
0x2e3d
0x2e43
0x2e78
0x2e97
0x2eb3
0x2ece
0x2efe
0x2f1d
0x2f39
0x2f55
0x301b
0x3031
0x3041
0x308d
0x309d
0x30dd
0x30ed
0x3100
0x3110
