0x1d9
0x3fd
0x4a2
0x6b6
0x982
0xa34
0xb1e
0xc98
0xca9
0xcbc
0xcc7
0x164f
0x16f1
0x16f7
0x16fd
0x17bb
0x18ae
0x18b8
0x1cc1
0x1e40
0x1fd8
0x20cb
0x2472
0x2512
0x252a
0x2598
0x266c
0x267b
0x26df
0x26ea
0x26f4
0x2765
0x2848
0x2bdd
0x300b
0x3016
0x37a0
0x38b0
0x3cd4
0x3cff
