0x0	__function_selector__
0x1c4	initialized()
0x1ed	erc20Withdraw(address)
0x220	activateCampaign(uint256,uint8[],uint256[],uint256[],address[])
0x392	claim(uint256)
0x3af	emergencyWithdrawSuper(address,uint256)
0x3e8	manager()
0x419	initialize(address,address)
0x454	paused()
0x469	stakeOutInfo(address,uint256)
0x4cf	forgeStake(uint256,address,uint256[],uint256)
0x552	stakeOutQuasar(address,uint256)
0x57e	expireCampaign(uint256,uint8[])
0x600	forgeNoStake(uint256,address,uint256[])
0x683	galaxyTreasuryERC20(address)
0x6c8	superStakeOutInfo(address,uint256)
0x701	removeValidatedStarNFTAddress(address)
0x734	activateStakeCampaign(uint256,address,uint256,uint256,uint256,bytes1,uint256,uint8[],uint256[],uint256[],address[])
0x8df	stakeIn(uint256,uint256)
0x902	networkWithdraw()
0x917	setPause(bool)
0x943	treasury_manager()
0x958	campaignStakeConfigs(uint256)
0x9c8	emergencyWithdrawQuasar(address,uint256)
0xa01	campaignFeeConfigs(uint256,uint8)
0xa66	addValidatedStarNFTAddress(address)
0xa99	stakeOutSuper(address,uint256)
0xac5	galaxyTreasuryNetwork()
0xada	isValidatedStarNFTAddress(address)
0x275d	0x275d
0x31e9	0x31e9
0x324a	0x324a
0x32a1	0x32a1
0x35de	0x35de
0x362d	0x362d
0x38cf	0x38cf
0x3932	0x3932
0x398f	0x398f
0x39e8	0x39e8
0x3a4f	0x3a4f
0x3c1c	0x3c1c
0x4a84	()
0x4a84	fallback()
