0x0	0
0xc	0
0x10	0
0x1a	0
0x2b	0
0x36	0
0x41	0
0x4c	0
0x57	0
0x62	0
0x6d	0
0x78	0
0x83	0
0x87	0
0x93	0
0x9e	0
0xa9	0
0xb4	0
0xbf	0
0xca	0
0xce	0
0xda	0
0xe5	0
0xf0	0
0xfb	0
0x106	0
0x111	0
0x11c	0
0x120	0
0x12c	0
0x137	0
0x142	0
0x14d	0
0x158	0
0x163	0
0x167	0
0x173	0
0x17e	0
0x189	0
0x194	0
0x19f	0
0x1aa	0
0x1b5	0
0x1c0	0
0x1c4	0
0x1d0	0
0x1db	0
0x1e6	0
0x1f1	0
0x1fc	0
0x207	0
0x20b	0
0x217	0
0x222	0
0x22d	0
0x238	0
0x243	0
0x24e	0
0x259	0
0x25d	0
0x269	0
0x274	0
0x27f	0
0x28a	0
0x295	0
0x29a	1
0x2a2	12
0x2b8	3
0x2c0	12
0x2cd	1
0x2d5	1
0x2dd	6
0x2ea	4
0x2f8	0
0x2ff	25
0x30d	0
0x312	1
0x31a	1
0x322	1
0x32a	1
0x332	73
0x340	0
0x345	19
0x353	0
0x358	1
0x360	7
0x368	11
0x370	1
0x37d	1
0x385	87
0x38d	1
0x39a	1
0x3a2	33
0x3b0	0
0x3b5	1
0x3bd	1
0x3c5	1
0x3cd	2
0x3da	9
0x3e2	5
0x3f0	0
0x3f5	1
0x3fd	1
0x405	7
0x40d	5
0x41b	0
0x420	43
0x428	1
0x430	5
0x43e	0
0x443	1
0x44b	5
0x459	0
0x45e	5
0x46c	0
0x471	5
0x47f	0
0x484	1
0x48c	1
0x494	3
0x49c	5
0x4aa	0
0x4af	9
0x4b7	5
0x4c5	0
0x4ca	1
0x4d2	1
0x4da	1
0x4e7	1
0x4ef	5
0x4fd	0
0x502	1
0x50a	1
0x512	0
0x52a	5
0x56a	0
0x57d	0
0x581	0
0x58c	0
0x595	5
0x5b9	0
0x5be	17
0x5c1	0
0x5c7	0
0x5fe	6
0x606	0
0x60b	0
0x61a	3
0x63a	6
0x642	12
0x64b	3
0x677	0
0x68b	0
0x68f	0
0x69a	0
0x6a3	3
0x6c7	39
0x6e9	0
0x6f8	0
0x710	0
0x71f	0
0x737	0
0x743	3
0x75a	6
0x762	36
0x76b	3
0x79d	0
0x7b1	0
0x7b5	0
0x7c0	0
0x7c9	3
0x7ed	0
0x7f8	18
0x803	30
0x826	0
0x82e	3
0x845	0
0x847	3
0x853	73
0x860	54
0x87a	0
0x88b	7
0x893	0
0x899	0
0x8a1	0
0x8a6	7
0x8bd	0
0x8d0	0
0x8e8	0
0x8f4	7
0x90b	63
0x913	0
0x975	0
0x980	0
0x988	0
0x9a0	4
0x9a8	8
0x9b2	2
0x9ba	0
0x9c6	2
0x9dd	4
0x9e5	2
0x9ed	2
0xa29	0
0xa3f	0
0xa43	0
0xa4e	0
0xa57	2
0xa92	0
0xaa6	0
0xaaa	0
0xab5	0
0xabe	2
