0xce8
0x11b3
0x129d
0x12b0
0x12d6
0x12e3
0x175f
0x1a44
0x1a4f
0x1e8e
0x1e9b
0x2259
0x23c0
0x2608
0x2836
0x2843
0x288f
0x2984
0x2cf0
0x2cfc
0x3609
0x366d
0x3821
