0x2aa
0x358
0x381
0x58c
0x832
0x8ef
0xb0e
0xce5
0xcf5
0xcfc
0xd10
0xe11
0xe22
0x11bd
0x11d5
0x12a9
0x12b0
0x12bc
0x12e3
0x12f4
0x132a
0x13c6
0x14ab
0x1542
0x154a
0x1552
0x1578
0x158c
0x15e6
0x176a
0x1791
0x1878
0x1884
0x1967
0x1a4f
0x1a91
0x1b8e
0x1dfe
0x1e0b
0x1e1f
0x1e2b
0x1e37
0x1e43
0x1e4d
0x1e61
0x1e6c
0x1e77
0x1e83
0x1e9b
0x1ec5
0x1fe5
0x2221
0x2240
0x224a
0x2259
0x226e
0x2279
0x2294
0x23d9
0x23de
0x2639
0x26ba
0x26c2
0x27e3
0x2836
0x2843
0x284f
0x285b
0x2867
0x2872
0x287c
0x288f
0x28a5
0x28bf
0x28cf
0x28f5
0x2984
0x2993
0x299f
0x2a56
0x2ab9
0x2cf0
0x2cfc
0x2d3a
0x2d61
0x2e93
0x2eb4
0x2ecb
0x3013
0x316f
0x331f
0x3333
0x35f8
0x3619
0x3630
0x3646
0x3650
0x3665
0x367c
0x36f3
0x3706
0x3732
0x382e
0x39c9
0x3a0c
0x3a38
0x3b15
0x3b58
0x3b8d
0x3bfb
