0x0	[0x0, nil]
0x1f	[0x1f, nil]
0x4	[0x4, nil]
0x2	[0x2, nil]
0x5	[0x5, nil]
0x7	[0x7, nil]
0x8	[0x8, nil]
0xd	[0xd, nil]
0x13	[0x13, nil]
0x17	[0x17, nil]
0x1c	[0x1c, nil]
0x1e	[0x1e, nil]
0x25	[0x25, nil]
0x2b	[0x2b, nil]
0x2d	[0x2d, nil]
0x2f	[0x2f, nil]
0x31	[0x31, nil]
0x32	[0x32, nil]
0x33	[0x33, nil]
0x36	[0x36, nil]
0x37	[0x37, nil]
0x38	[0x38, nil]
0x39	[0x39, nil]
0x3e	[0x3e, nil]
0x41	[0x41, nil]
0x42	[0x42, nil]
0x46	[0x46, nil]
0x48	[0x48, nil]
0x4b	[0x4b, nil]
0x4d	[0x4d, nil]
0x50	[0x50, nil]
0x52	[0x52, nil]
0x54	[0x54, nil]
0x57	[0x57, nil]
0x59	[0x59, nil]
0x7a	[0x7a, nil]
0x7d	[0x7d, nil]
0x80	[0x80, nil]
0x84	[0x84, nil]
0x85	[0x85, nil]
0x87	[0x87, nil]
0x8b	[0x8b, nil]
0x8d	[0x8d, nil]
0x8f	[0x8f, nil]
0x91	[0x91, nil]
0x92	[0x92, nil]
0x93	[0x93, nil]
0x94	[0x94, nil]
0x95	[0x95, nil]
0x9a	[0x9a, nil]
0x9f	[0x9f, nil]
0xa2	[0xa2, nil]
0xa4	[0xa4, nil]
0xa5	[0xa5, nil]
0xa7	[0xa7, nil]
0xa8	[0xa8, nil]
0xa9	[0xa9, nil]
0xab	[0xab, nil]
0xb0	[0xb0, nil]
0xb4	[0xb4, nil]
0xb8	[0xb8, nil]
0xbb	[0xbb, nil]
0x23	[0x23, nil]
0x29	[0x29, nil]
0xae	[0xae, nil]
0xc	[0xc, nil]
0x3d	[0x3d, nil]
0xbd	[0xbd, nil]
0x10	[0x10, nil]
0x89	[0x89, nil]
0xba	[0xba, nil]
0x4a	[0x4a, nil]
0x51	[0x51, nil]
0x58	[0x58, nil]
0x7e	[0x7e, nil]
0x99	[0x99, nil]
0x9e	[0x9e, nil]
0xad	[0xad, nil]
