0x8	0x10
0x27	0xf9
0x32	0x97
0x3d	0x71
0x6d	0x2450
0x93	0x2474
0x9f	0xd3
0xcf	0x2498
0xf5	0x24bc
0x101	0x166
0x10c	0x140
0x13c	0x24e0
0x162	0x2504
0x16e	0x197
0x193	0x2528
0x1ca	0x1d2
0x1eb	0x5a8
0x202	0x257d
0x20f	0x217
0x236	0x5be
0x23b	0x25ae
0x248	0x250
0x25f	0x5db
0x266	0x26d
0x269	0x905
0x282	0x25cf
0x292	0x2621
0x29a	0x2652
0x29d	0xa61
0x2d8	0x2e0
0x2e3	0xa7d0x2ca
0x2f0	0x26dc
0x2f3	0xdd5
0x2f8	0x2724
0x300	0x2745
0x30d	0x315
0x32e	0xfab
0x340	0x348
0x364	0x36c
0x376	0x37e
0x398	0x3a0
0x3d4	0xfbd
0x3df	0x3fb
0x3ec	0x3f4
0x3f7	0x1236
0x434	0x2797
0x441	0x449
0x462	0x1278
0x467	0x27c8
0x46a	0x1286
0x46f	0x2810
0x477	0x2841
0x484	0x48c
0x4ab	0x12af0x476
0x4bd	0x4c5
0x4c8	0x12e6
0x4d5	0x28c4
0x4d8	0x13b3
0x4e0	0x13d4
0x4e5	0x292d
0x4e8	0x141b
0x4fa	0x502
0x520	0x1421
0x525	0x297f
0x532	0x53a
0x559	0x1596
0x55e	0x29b0
0x56b	0x573
0x5a4	0x15b3
0x5e3	0x64d
0x66e	0x6d8
0x6dd	0x747
0x74b	0x7b5
0x7ba	0x824
0x828	0x82f
0x84b	0x854
0xc80	0xcea
0xd04	0xd0b
0xd0d	0xd15
0xd49	0xdca
0xd6d	0xd93
0xfd5	0x103f
0x1043	0x10b2
0x104f	0x10b0
0x1070	0x1075
0x10ac	0x1049
0x10b5	0x1208
0x10b9	0x10c0
0x1159	0x11ce
0x1194	0x119c
0x11a3	0x11b0
0x11be	0x11c6
0x11ca	0x179d0x332
0x127b	0x5b60x433
0x12ee	0x1358
0x1372	0x1379
0x137b	0x1383
0x138e	0x1398
0x13fd	0xa7d0x4dc
0x1402	0x1409
0x1429	0x1493
0x14ad	0x14b4
0x14b6	0x14be
0x155d	0x1565
0x156c	0x1579
0x157e	0x1588
0x15bb	0x1625
0x1742	0x1754
0x1746	0x2a64
0x17a0	0x2a890x179d
0x17db	0x1daa0x179d
0x17f5	0x17fd
0x1810	0x1818
0x1844	0x9da0x17f4
0x18ad	0x2aaf
0x18e8	0x1e66
0x18f1	0x195b
0x1962	0x19b6
0x19cc	0x19e2
0x19e3	0x1a37
0x1a4d	0x1a56
0x1a86	0x1a8f
0x1aaf	0x1ad7
0x1ab6	0x1ad7
0x1b33	0x1b3e
0x1b3a	0x12e00x1b2f
0x1b46	0x1b4b
