0x0	__function_selector__
0x1ea	name()
0x267	approve(address,uint256)
0x2a7	totalSupply()
0x2c1	transferFrom(address,address,uint256)
0x2f7	transferERCToken(address,address,uint256)
0x32f	getRoleAdmin(bytes32)
0x34c	grantRole(bytes32,address)
0x378	decimals()
0x396	DOMAIN_SEPARATOR()
0x39e	renounceRole(bytes32,address)
0x3ca	increaseAllowance(address,uint256)
0x3f6	unpause()
0x3fe	transferAndCall(address,uint256,bytes)
0x4b9	burn(uint256)
0x4d6	paused()
0x4de	balanceOf(address)
0x504	ADMIN_ROLE()
0x50c	burnFrom(address,uint256)
0x538	nonces(address)
0x55e	pause()
0x566	getRoleMember(bytes32,uint256)
0x5a5	hasRole(bytes32,address)
0x5d1	symbol()
0x5d9	DEFAULT_ADMIN_ROLE()
0x5e1	decreaseAllowance(address,uint256)
0x60d	transfer(address,uint256)
0x639	initialize(address)
0x65f	getRoleMemberCount(bytes32)
0x67c	permit(address,address,uint256,uint256,uint8,bytes32,bytes32)
0x6cd	revokeRole(bytes32,address)
0x6f9	allowance(address,address)
0x727	0x727
0x9c1	0x9c1
0x9d8	0x9d8
0xa96	0xa96
0xc9a	0xc9a
0xd47	0xd47
0xdd9	0xdd9
0xdf1	0xdf1
0xebf	0xebf
0x1293	0x1293
0x1297	0x1297
0x1383	0x1383
0x14e0	0x14e0
0x1577	0x1577
0x15e0	0x15e0
0x161b	0x161b
0x1684	0x1684
0x177c	0x177c
0x1878	0x1878
0x18fd	0x18fd
0x1909	0x1909
0x191e	0x191e
0x1924	0x1924
0x19c5	0x19c5
0x1a9d	0x1a9d
0x1b48	0x1b48
0x1cfb	0x1cfb
0x1d52	0x1d52
0x1ed9	0x1ed9
0x1ee4	0x1ee4
0x1f69	0x1f69
0x1f7e	0x1f7e
0x2024	0x2024
0x203c	0x203c
0x20fe	0x20fe
0x21c5	0x21c5
0x2214	0x2214
0x2262	0x2262
0x2328	0x2328
0x23b4	0x23b4
0x271e	()
0x271e	fallback()
0x3360	0x3360
