0x40	JUMPI
0x0	CONST
0x20	CONST
0x4	MSTORE
0x2	CONST
0x5	CONST
0x7	CONST
0x9	CONST
0xb	CONST
0xe	EXP
0x10	SLOAD
0x12	CONST
0x14	MUL
0x15	NOT
0x16	AND
0x19	ISZERO
0x1a	ISZERO
0x1b	MUL
0x1c	OR
0x22	CONST
0x24	CONST
0x26	CONST
0x29	EXP
0x2b	SLOAD
0x2d	CONST
0x2f	MUL
0x30	NOT
0x31	AND
0x34	ISZERO
0x35	ISZERO
0x36	MUL
0x37	OR
0x3b	CALLVALUE
0x3c	ISZERO
0x3d	CONST
0x41	CONST
0x46	CONST
0x48	MLOAD
0x49	CONST
0x4c	CONST
0x52	ADD
0x53	CONST
0x58	MLOAD
0x5a	CONST
0x5c	ADD
0x62	CALLER
0x63	CONST
0x66	CONST
0x69	EXP
0x6b	SLOAD
0x6d	CONST
0x82	MUL
0x83	NOT
0x84	AND
0x87	CONST
0x9c	AND
0x9d	MUL
0x9e	OR
0xa2	CALLER
0xa3	CONST
0xa5	CONST
0xa7	CONST
0xaa	EXP
0xac	SLOAD
0xae	CONST
0xc3	MUL
0xc4	NOT
0xc5	AND
0xc8	CONST
0xdd	AND
0xde	MUL
0xdf	OR
0xe4	CONST
0xe6	CONST
0xe8	CONST
0xeb	EXP
0xed	SLOAD
0xef	CONST
0xf8	MUL
0xf9	NOT
0xfa	AND
0xfd	CONST
0x118	DIV
0x119	MUL
0x11a	OR
0x11f	CONST
0x123	CONST
0x126	CONST
0x129	CONST
0x2c81	CONST
0x12b	RETURN
0x44	REVERT
0x128	CODECOPY
0x55	MSTORE
0x1e	SSTORE
0x39	SSTORE
0xa0	SSTORE
0xe1	SSTORE
0x11c	SSTORE
