0x0	0xd
0x58	0x79
0x8e	0x97
0xad	0xaf
0xc1	0xe2
0x118	0x11e
0x29dB0x11	0x2adB0x11
0x456B0x2b0B0x11	0x468B0x2b0B0x11
0x456B0x2bdB0x11	0x468B0x2bdB0x11
0x1baB0x153B0x97	0x1c0B0x153B0x97
0x1f7B0x153B0x97	0x212B0x153B0x97
0x234B0x153B0x97	0x239B0x153B0x97
0x44aB0x2dbB0x153B0x97	0x450B0x2dbB0x153B0x97
0x423B0x2dbB0x153B0x97	0x426B0x2dbB0x153B0x97
0x440B0x2dbB0x153B0x97	0x44aB0x2dbB0x153B0x97
0x426B0x2dbB0x153B0x97	0x430B0x2dbB0x153B0x97
0x25fB0x239B0x153B0x97	0x269B0x239B0x153B0x97
0x270B0x239B0x153B0x97	0x279B0x239B0x153B0x97
0x44aB0x34bB0x239B0x153B0x97	0x450B0x34bB0x239B0x153B0x97
0x423B0x34bB0x239B0x153B0x97	0x426B0x34bB0x239B0x153B0x97
0x440B0x34bB0x239B0x153B0x97	0x44aB0x34bB0x239B0x153B0x97
0x426B0x34bB0x239B0x153B0x97	0x430B0x34bB0x239B0x153B0x97
