0x0	0xd
0x3f	0x4a
0xd	0x1e
0x59	0xa3d
0x9f	0xd8
0xdc	0xea
0xee	0x10c
0x12e	0x141
0x17f	0x192
0x1e7	0x1fa
0x348	0x37c
0x39b	0x3b8
0x3f1	0x43b
0x3f0	0x3f1
0x45c	0x461
0x461	0x46b
0x48b	0x4bf
0x4de	0x4fb
0x576	0x577
0x590	0x5c4
0x732	0x766
0x8da	0x8e4
0x8ee	0x8f3
0x8ed	0x8ee
0x72	0x7a
0x89	0x9b
0x122	0x12a
0x173	0x17b
0x1c4	0x1cc
0x1db	0x1e3
0x1e	0x29
0x29	0x34
0x34	0x3f
0x4a	0x55
0x84e0x0	0x86b0x0
0x84e0x89	0x86b0x89
0x84e0x122	0x86b0x122
0x84e0x173	0x86b0x173
0x84e0x1db	0x86b0x1db
0x84e0xa3f	0x86b0xa3f
0x21e0x0	0x2520x0
0x21e0x89	0x2520x89
0x21e0x122	0x2520x122
0x21e0x173	0x2520x173
0x21e0x1db	0x2520x1db
0x21e0xa3f	0x2520xa3f
0x270B0x7e	0x2a4B0x7e
0x84e0x268B0x7e	0x86b0x268B0x7e
0x21e0x268B0x7e	0x2520x268B0x7e
0x646B0x1d0	0x67aB0x1d0
0x681B0x1d0	0x689B0x1d0
0x84e0x63eB0x1d0	0x86b0x63eB0x1d0
0x21e0x63eB0x1d0	0x2520x63eB0x1d0
