0x25	0x2d
0x44	0x4c
0x119	0x1bc
0x150V0x2d	0x158B0x2d
0x159V0x2d	0x161B0x2d
0x164V0x2d	0x16fB0x2d
0x172V0x2d	0x17dB0x2d
0x180V0x2d	0x18bB0x2d
0x195V0x2d	0x1a0B0x2d
0x1a3V0x2d	0x1aeB0x2d
0x130V0x158V0x2d	0x138B0x158B0x2d
0x130V0x161V0x2d	0x138B0x161B0x2d
0x130V0x16fV0x2d	0x138B0x16fB0x2d
0x130V0x17dV0x2d	0x138B0x17dB0x2d
0x130V0x18bV0x2d	0x138B0x18bB0x2d
0x130V0x1a0V0x2d	0x138B0x1a0B0x2d
