0x0	__function_selector__
0x45c	harvest(address,uint256)
0x48a	name()
0x507	approve(address,uint256)
0x547	token0()
0x56b	deposit(address,uint256,uint256)
0x5af	totalSupply()
0x5b7	harvestAllStrategies()
0x5bf	setVaultMaster(address)
0x5e5	addLiquidityFor(address,address,uint256,uint256,uint256)
0x627	getConverter()
0x62f	transferFrom(address,address,uint256)
0x665	whitelistedContract(address)
0x68b	basedToken()
0x693	withdraw_fee(uint256)
0x6b0	decimals()
0x6ce	calc_remove_liquidity(uint256)
0x704	cap()
0x70c	pendingCompound()
0x714	increaseAllowance(address,uint256)
0x740	withdrawFor(address,uint256,address,uint256)
0x77a	whitelistContract(address)
0x7a0	addLiquidity(uint256,uint256,uint256)
0x7c9	setMin(uint256)
0x7e6	setCap(uint256)
0x803	available()
0x80b	depositFor(address,address,address,uint256,uint256)
0x84d	startReleasingCompoundBlk()
0x855	governanceRecoverUnsupported(address,uint256,address)
0x88b	governance()
0x893	setConverterMap(address,address)
0x8c1	endReleasingCompoundBlk()
0x8c9	harvestStrategy(address)
0x8ef	calc_add_liquidity(uint256,uint256)
0x912	calc_token_amount_deposit(address,uint256)
0x93e	max()
0x946	setAcceptContractDepositor(bool)
0x965	balanceOf(address)
0x98b	getPricePerFullShare()
0x993	basedConverter()
0x99b	earnLowerlimit()
0x9a3	setEarnLowerlimit(uint256)
0x9c0	getVaultMaster()
0x9c8	setController(address)
0x9ee	totalPendingCompound()
0x9f6	symbol()
0x9fe	earnExtra(address)
0xa24	accept(address)
0xa4a	acceptContractDepositor()
0xa52	decreaseAllowance(address,uint256)
0xa7e	transfer(address,uint256)
0xaaa	setGovernance(address)
0xad0	calc_token_amount_withdraw(uint256,address)
0xafc	setConverter(address)
0xb22	balance()
0xb2a	get_virtual_price()
0xb32	setDepositLimit(uint256)
0xb4f	converterMap(address)
0xb75	token1()
0xb7d	earn()
0xb85	allowance(address,address)
0xbb3	unwhitelistContract(address)
0xbd9	tvl()
0xbe1	withdraw(uint256,address,uint256)
0xc13	depositLimit()
0xc1b	addNewCompound(uint256,uint256)
0xc3e	controller()
0xc46	min()
0xc4e	initialize(address,address,address,address)
0xc8c	token()
0xd74	0xd74
0xe6f	0xe6f
0xe75	0xe75
0x1904	0x1904
0x1ab8	0x1ab8
0x21d1	0x21d1
0x2f4c	0x2f4c
0x319a	0x319a
0x38ef	0x38ef
0x3a0a	0x3a0a
0x3aff	0x3aff
0x3d08	0x3d08
0x4032	0x4032
0x40b2	0x40b2
0x40b6	0x40b6
0x41a2	0x41a2
0x41db	0x41db
0x4263	0x4263
0x42a5	0x42a5
0x42eb	0x42eb
0x4448	0x4448
0x44df	0x44df
0x452f	0x452f
0x4588	0x4588
0x45ca	0x45ca
0x4720	0x4720
0x4794	0x4794
0x4849	0x4849
0x4b76	0x4b76
0x4c17	0x4c17
0x4cef	0x4cef
0x4d6d	0x4d6d
0x4f8d	()
0x4f8d	fallback()
0x656a	0x656a
0x6696	0x6696
0x6728	0x6728
