0x2db
0x304
0x324
0x344
0x357
0x381
0x394
0x3a7
0x3ba
0x3da
0x3ed
0x400
0x413
0x433
0x44e
0x461
0x474
0x487
0x49a
0x4ad
0x4d8
0x4eb
0x506
0x527
0x54a
0x55d
0x570
0x583
0x596
0x5a9
0x5bc
0x5cf
0x5e2
0x5f5
0x608
0x61b
0x62e
0x641
0x663
0x676
0x689
0x69c
0x1071
0x1448
0x14f4
0x15ab
0x15f2
0x162f
0x16c8
0x16e9
0x1b5d
0x1c22
0x1d34
0x1f4d
0x1f67
0x1f7f
0x27b7
0x2f1d
0x2fdf
0x3000
0x327e
0x32e2
