0x212d
0x2133
0x2137
0x218f
0x21b0
0x21b9
0x21c4
0x343d
0x344c
0x374e
0x3753
0x3818
0x536f
0x5378
0x5384
0x5399
0x53a6
0x53b0
0x53ba
0x3eceS0x3446
0x401fS0x3086S0x2e2cS0x1027S0x446
0x40edS0x3a4dS0x38e2S0x33e6
0x5443S0x40e9S0x3a4dS0x38e2S0x33e6
0x3adeS0x3aacS0x38e2S0x33e6
0x3ae5S0x3aacS0x38e2S0x33e6
