0x8	0x10
0x27	0xe3
0x32	0x8c
0x3d	0x66
0x62	0x1942
0x88	0x1966
0x94	0xbd
0xb9	0x198a
0xdf	0x19ae
0xeb	0x145
0xf6	0x11f
0x11b	0x19d2
0x141	0x19f6
0x14d	0x176
0x172	0x1a1a
0x193	0x19a0x192
0x210	0x1a3e
0x213	0x5e0
0x22a	0x1a6f
0x237	0x23f
0x25e	0x5e6
0x277	0x1aa2
0x27a	0x603
0x27f	0x1ad3
0x28c	0x294
0x2bd	0x609
0x2c2	0x2c9
0x2c5	0x6b0
0x2e0	0x1b06
0x2e3	0x6b9
0x2e8	0x1b37
0x2f5	0x2fd
0x31c	0x6bf
0x321	0x1b6a
0x32e	0x336
0x34f	0x720
0x354	0x1b9d
0x361	0x369
0x36c	0x735
0x373	0x1bbe
0x376	0x742
0x37b	0x1bef
0x388	0x390
0x3bb	0x748
0x3c0	0x1c10
0x3c3	0x8b9
0x3f1	0x1c58
0x3fe	0x406
0x41f	0x8d5
0x424	0x1c89
0x427	0x8fd
0x42c	0x1caa
0x42f	0x9e3
0x434	0x1ccb
0x43c	0x19a0x43b
0x444	0x1d13
0x451	0x459
0x478	0xb25
0x47d	0x1d46
0x48a	0x492
0x4b1	0xba0
0x4b6	0x1d79
0x4b9	0xbb4
0x4be	0x1dc1
0x4cb	0x4d3
0x4f4	0xbd0
0x4f9	0x1df2
0x506	0x50e
0x527	0xc08
0x5e9	0x1e13
0x5ec	0x5f3
0x60c	0x616
0x617	0x6a6
0x61b	0x622
0x623	0x1e3b
0x666	0x66d
0x6c2	0x1e5f
0x6c5	0x6cc
0x6ce	0x1e87
0x6d6	0x6dd
0x736	0x1eab
0x73b	0x1118
0x755	0x761
0x75a	0x761
0x763	0x76f
0x770	0x7aa
0x7b9	0x7d5
0x7d6	0x7dd
0x7de	0x851
0x8a3	0x8b2
0x8fe	0x905
0x924	0x974
0x9fa	0xa01
0xb28	0x1ecd
0xb2b	0xb32
0xb34	0x1ef5
0xb55	0xb5c
