0x0	__function_selector__
0x192	name()
0x20f	endBlock()
0x229	approve(address,uint256)
0x276	totalSupply()
0x27e	transferFrom(address,address,uint256)
0x2c1	decimals()
0x2df	cap()
0x2e7	increaseAllowance(address,uint256)
0x320	minter(address)
0x353	burn(uint256)
0x372	startBlock()
0x37a	initialize(address,uint256,uint256,uint256)
0x3bf	governance()
0x3f0	balanceOf(address)
0x423	renounceOwnership()
0x42b	transferOwnership()
0x433	owner()
0x43b	symbol()
0x443	decreaseAllowance(address,uint256)
0x47c	transfer(address,uint256)
0x4b5	legacyPopToken()
0x4bd	allowance(address,address)
0x4f8	transferOwnership(address)
0x52b	0x52b
0xa8a	0xa8a
0xaa6	0xaa6
0xd5f	0xd5f
0xd63	0xd63
0xe76	0xe76
0x1020	0x1020
0x10b7	0x10b7
0x1254	0x1254
0x125a	0x125a
0x130b	0x130b
0x13c1	0x13c1
0x1403	0x1403
0x14a3	0x14a3
0x15c1	0x15c1
0x1699	0x1699
0x1717	0x1717
0x191e	()
0x191e	fallback()
0x1f41	0x1f41
0x1f8b	0x1f8b
