0xb67
0x1005
0x1361
0x1609
0x1d06
0x200e
0x20bd
0x2476
0x254a
0x2644
0x2777
0x27f8
0x28b0
0x2aa6
0x2ac9
0x2b97
0x2bbd
0x2c19
0x2e7f
0x2efe
0x30aa
0x3152
0x3537
0x3575
0x3634
0x3813
0x3cda
0x3d19
0x3d44
0x41a3
0x44b1
0x4c7e
