0x12ab	0x1365
0xc55	0x1c53
0xc55	0x1c7a
0x11cf	0x1d57
0x11cf	0x1d7e
0xc55	0xcda0xc55
0x11cf	0xcda0x11cf
0xce2	0xcfb0xce2
