0xb90
0xc84
0x147a
0x21e2
0x25fc
0x2b16
0x2baa
0x2c11
0x2e31
0x2f31
0x3149
0x3301
0x34f7
0x359f
0x3917
0x3c3f
0x3ef6
0x3f3b
0x3fbb
0x4070
0x4173
0x4202
0x443e
0x4721
0x49b4
0x4ccb
0x4e70
0x5e7a
