0x0	__function_selector__
0x388	balanceOfPool()
0x3a6	usdcToken()
0x3a6	usdc()
0x3bb	performanceFeeGovernance()
0x3c3	getName()
0x3d8	withdrawOther(address)
0x3eb	want()
0x3f3	strategist()
0x3fb	initialize(address,address,address,address,address,uint256[3])
0x410	threeCrv()
0x410	threeCrvToken()
0x418	withdraw(uint256)
0x42b	crvToken()
0x42b	crv()
0x433	isProtectedToken(address)
0x453	__BaseStrategy_init(address,address,address,address,address)
0x466	wbtc()
0x46e	MAX_UINT_256()
0x476	unpause()
0x47e	weth()
0x486	guardian()
0x48e	harvest()
0x496	performanceFeeStrategist()
0x49e	version()
0x4a6	crvDepositor()
0x4ae	cvxRewardsPool()
0x4b6	governance()
0x4be	paused()
0x4c6	balanceOf()
0x4ce	setKeeper(address)
0x4e1	isTendable()
0x4e9	cvxCrv()
0x4e9	cvxCrvToken()
0x4f1	pause()
0x4f9	setPerformanceFeeGovernance(uint256)
0x50c	withdrawAll()
0x514	setGuardian(address)
0x527	getTokenSwapPath(address,address)
0x547	withdrawalFee()
0x54f	cvx()
0x54f	cvxToken()
0x557	setController(address)
0x56a	setGovernance(address)
0x57d	setWithdrawalFee(uint256)
0x590	keeper()
0x598	MAX_FEE()
0x5a0	balanceOfWant()
0x5a8	booster()
0x5b0	setStrategist(address)
0x5c3	deposit()
0x5cb	setWithdrawalMaxDeviationThreshold(uint256)
0x5de	baseStrategyVersion()
0x5e6	tokenSwapPaths(address,address,uint256)
0x5f9	getProtectedTokens()
0x601	setPerformanceFeeStrategist(uint256)
0x614	controller()
0x61c	withdrawalMaxDeviationThreshold()
0x624	0x624
0x6fd	0x6fd
0x7f9	0x7f9
0xac4	0xac4
0xc1f	0xc1f
0xc83	0xc83
0xdaf	0xdaf
0x10b4	0x10b4
0x1116	0x1116
0x1155	0x1155
0x1237	0x1237
0x1371	0x1371
0x13e4	0x13e4
0x153a	0x153a
0x161b	0x161b
0x1645	0x1645
0x1658	0x1658
0x16b3	0x16b3
0x1911	0x1911
0x1944	0x1944
0x197e	0x197e
0x19c0	0x19c0
0x19d6	0x19d6
0x1aa6	0x1aa6
0x1ae8	0x1ae8
0x1bb3	0x1bb3
0x1c45	0x1c45
0x1c6f	0x1c6f
0x1cdb	0x1cdb
0x1d1a	0x1d1a
0x1e0e	0x1e0e
0x1eab	0x1eab
0x1ed0	0x1ed0
0x1f0f	0x1f0f
0x1f68	0x1f68
0x1fbc	0x1fbc
0x2021	0x2021
0x2113	0x2113
0x2194	0x2194
0x2220	0x2220
0x2224	0x2224
0x224d	0x224d
0x2264	0x2264
0x2327	0x2327
0x23f1	0x23f1
0x2456	0x2456
0x2475	0x2475
0x2491	0x2491
0x24ad	0x24ad
0x24e5	0x24e5
0x2555	0x2555
0x265d	0x265d
0x26f2	0x26f2
0x2712	0x2712
0x272a	0x272a
0x2742	0x2742
0x27a1	0x27a1
0x27cf	0x27cf
0x2804	0x2804
0x281d	0x281d
0x2830	0x2830
0x283b	0x283b
0x2a98	0x2a98
0x2ac2	0x2ac2
0x2d36	0x2d36
0x2da6	0x2da6
0x2ded	0x2ded
0x2e19	0x2e19
0x2e6b	()
0x2e6b	fallback()
0x35ea	0x35ea
0x36a1	0x36a1
