0x4268	0x44d4
0x4b67	0x4c4e
0x4c57	0x4db9
0x4dc0	0x50cf
0x3e47	0x5adb
0x44da	0x5b02
0x4668	0x5b29
0x50dc	0x5bbc
0xe2e	0xf6f0xe2e
0x2d1a	0x303c0x2d1a
0x3a21	0x3bf70x3a21
0x3d3b	0x3e3b0x3d3b
0x3fad	0x3fbc0x3fad
0x4098	0x42600x4098
0x4a5b	0x4b5d0x4a5b
0x51d4	0x52ad0x51d4
0x26f4	0x59e10x26f4
0x3bfe	0x5ab70x3bfe
0x49e9	0x5b4d0x49e9
0x5162	0x5be10x5162
