0x0	__function_selector__
0x1b1	removeLiquidityETH(address,uint256,uint256,uint256,address,uint256)
0x22a	getAmountOut(uint256,uint256,uint256)
0x272	swapExactTokensForETH(uint256,uint256,address[],address,uint256)
0x367	getAmountsIn(uint256,address[])
0x41e	removeLiquidityWithPermit(address,address,uint256,uint256,uint256,address,uint256,bool,uint8,bytes32,bytes32)
0x4a9	getImplementationType()
0x4be	swapExactTokensForTokens(uint256,uint256,address[],address,uint256)
0x563	initialize(address,address)
0x5bf	swapTokensForExactETH(uint256,uint256,address[],address,uint256)
0x664	removeLiquidityETHWithPermitSupportingFeeOnTransferTokens(address,uint256,uint256,uint256,address,uint256,bool,uint8,bytes32,bytes32)
0x6e4	swapExactTokensForTokensSupportingFeeOnTransferTokens(uint256,uint256,address[],address,uint256)
0x78b	swapExactTokensForETHSupportingFeeOnTransferTokens(uint256,uint256,address[],address,uint256)
0x830	swapExactETHForTokens(uint256,address[],address,uint256)
0x8c3	getAmountIn(uint256,uint256,uint256)
0x8f9	swapTokensForExactTokens(uint256,uint256,address[],address,uint256)
0x99e	WETH()
0x9dc	quote(uint256,uint256,uint256)
0xa12	removeLiquidityETHSupportingFeeOnTransferTokens(address,uint256,uint256,uint256,address,uint256)
0xa72	swapExactETHForTokensSupportingFeeOnTransferTokens(uint256,address[],address,uint256)
0xb05	removeLiquidity(address,address,uint256,uint256,uint256,address,uint256)
0xb6f	factory()
0xb84	getAmountsOut(uint256,address[])
0xc3b	removeLiquidityETHWithPermit(address,uint256,uint256,uint256,address,uint256,bool,uint8,bytes32,bytes32)
0xcbb	addLiquidity(address,address,uint256,uint256,uint256,uint256,address,uint256)
0xd48	addLiquidityETH(address,uint256,uint256,uint256,address,uint256)
0xd9b	swapETHForExactTokens(uint256,address[],address,uint256)
0xe2e	0xe2e
0x26f4	0x26f4
0x2d1a	0x2d1a
0x3a21	0x3a21
0x3bfe	0x3bfe
0x3d3b	0x3d3b
0x3e47	0x3e47
0x3fad	0x3fad
0x4098	0x4098
0x4268	0x4268
0x44da	0x44da
0x4668	0x4668
0x49e9	0x49e9
0x4a5b	0x4a5b
0x4b67	0x4b67
0x4c57	0x4c57
0x4dc0	0x4dc0
0x50dc	0x50dc
0x5162	0x5162
0x51d4	0x51d4
0x5c1d	()
0x5c1d	fallback()
