0x60	0x66
0x8	0x10
0x31	0x64
0x3e	0x46
0x7e	0x86
0xc8	0xd0
0xd7	0xe4
0xf2	0xfa
0xfe	0x106
0x107	0x3d8
0x428	0x42c
0x42a	0x42f
0x168V0x106	0x172B0x106
0x276V0x120V0x106	0x27fB0x120B0x106
0x178V0x120V0x106	0x189B0x120B0x106
0x18aV0x120V0x106	0x1daB0x120B0x106
0x255V0x120V0x106	0x27aB0x120B0x106
0x1feV0x120V0x106	0x218B0x120B0x106
0x286V0x120V0x106	0x2d6B0x120B0x106
0x2daV0x120V0x106	0x3fdB0x120B0x106
0x2f5V0x120V0x106	0x422B0x120B0x106
0x214V0x120V0x106	0x1f9B0x120B0x106
0x2eaV0x120V0x106	0x2f2B0x120B0x106
0x35bV0x177V0x120V0x106	0x363B0x177B0x120B0x106
