0x0	__function_selector__
0x98	()
0x98	fallback()
0xaa	changePassportLogicRegistry(address)
0xcb	claimOwnership()
0xe0	renounceOwnership()
0xf5	destroy()
0x10a	getPassportLogicRegistry()
0x13b	owner()
0x150	pendingOwner()
0x165	transferOwnership(address)
0x186	destroyAndSend(address)
0x25c	0x25c
0x2cb	0x2cb
0x351	0x351
0x3e3	0x3e3
0x3f2	0x3f2
0x3fc	0x3fc
0x406	0x406
0x453	0x453
0x478	0x478
0x561	0x561
0x586	0x586
0x5aa	0x5aa
