[0x00000000, nil]
[0xb7b0422d, nil]
[0x101d4579, nil]
[0xc1292cc3, nil]
[0x1315570f, nil]
[0xc96679fe, nil]
[0x34aad197, nil]
[0xdaca9edd, nil]
[0x775b9c13, nil]
[0xee8f0b7a, nil]
[0x8da5cb5b, nil]
[0xfa0fca84, nil]
[0xb7b0422d, [0x242, nil]]
[0x101d4579, [0xae, nil]]
[0xc1292cc3, [0x25f, nil]]
[0x1315570f, [0xe7, nil]]
[0xc96679fe, [0x267, nil]]
[0x34aad197, [0x11f, nil]]
[0xb7b0422d, [0x515, [0x242, nil]]]
[0xdaca9edd, [0x28d, nil]]
[0x101d4579, [0x313, [0xae, nil]]]
[0x775b9c13, [0x195, nil]]
[0xc1292cc3, [0x5b2, [0x25f, nil]]]
[0xee8f0b7a, [0x2b3, nil]]
[0x1315570f, [0x33a, [0xe7, nil]]]
[0x8da5cb5b, [0x23a, nil]]
[0xc96679fe, [0x5c5, [0x267, nil]]]
[0xfa0fca84, [0x2d9, nil]]
[0x34aad197, [0x366, [0x11f, nil]]]
[0xdaca9edd, [0x5f1, [0x28d, nil]]]
[0xee8f0b7a, [0x764, [0x2b3, nil]]]
[0xb7b0422d, [0x57b, [0x242, nil]]]
[0x8da5cb5b, [0x4fc, [0x23a, nil]]]
[0xfa0fca84, [0x794, [0x2d9, nil]]]
[0x775b9c13, [0x3e8, [0x195, nil]]]
[0xb7b0422d, [0x584, [0x242, nil]]]
[0x775b9c13, [0x437, [0x195, nil]]]
