0x12cf
0x1633
0x1798
0x17f1
0x1814
0x1846
0x18e2
0x1942
0x1c93
0x1cbd
0x202d
0x2096
0x22b5
0x1884S0x72b
0x20f8S0x18fd
0x1d66S0x8bf
