[0x00000000, nil]
[0xf242432a, nil]
[0x5aadfc08, nil]
[0x8ddc39ab, nil]
[0xd011645c, nil]
[0xe8a3d485, nil]
[0xe89341c, nil]
[0x2d345670, nil]
[0x35bb3e16, nil]
[0x7bc90892, nil]
[0x8129fc1c, nil]
[0x9c561601, nil]
[0x588b4af, nil]
[0x93e88b3, nil]
[0x18160ddd, nil]
[0x6352211e, nil]
[0xf2fde38b, nil]
[0xfdd58e, nil]
[0x5d859375, nil]
[0x95d89b41, nil]
[0xd55f2d9d, nil]
[0xe985e9c5, nil]
[0x12d9f50a, nil]
[0x2e1a7d4d, nil]
[0x3d20a231, nil]
[0x7eeeb173, nil]
[0x8382dd8a, nil]
[0xa22cb465, nil]
[0x6fdde03, nil]
[0x9a3beef, nil]
[0x2962299f, nil]
[0x715018a6, nil]
[0xf3aa1c15, nil]
[0x1ffc9a7, nil]
[0x616cd9fa, nil]
[0x9b642de1, nil]
[0xe68b0944, nil]
[0xea08c8c3, nil]
[0xf242432a, [0xb26, nil]]
[0x18054c37, nil]
[0x2eb2c2d6, nil]
[0x4e1273f4, nil]
[0x80f86009, nil]
[0x8da5cb5b, nil]
[0xa411104c, nil]
[0x5aadfc08, [0x5e9, nil]]
[0x8ddc39ab, [0x884, nil]]
[0xd011645c, [0x9ab, nil]]
[0xe8a3d485, [0xab1, nil]]
[0x8ad480b, nil]
[0x9b60a27, nil]
[0xe89341c, [0x41f, nil]]
[0x2d345670, [0x51c, nil]]
[0x35bb3e16, [0x57c, nil]]
[0x7bc90892, [0x7dc, nil]]
[0x8129fc1c, [0x831, nil]]
[0x9c561601, [0x90a, nil]]
[0x93e88b3, [0x3bf, nil]]
[0x6352211e, [0x78f, nil]]
[0xf2fde38b, [0xb46, nil]]
[0xfdd58e, [0x2da, nil]]
[0x5d859375, [0x730, nil]]
[0xd55f2d9d, [0x9dd, nil]]
[0xe985e9c5, [0xac6, nil]]
[0x95d89b41, [0x386, nil]]
[0x12d9f50a, [0x43f, nil]]
[0x2e1a7d4d, [0x53c, nil]]
[0x3d20a231, [0x59c, nil]]
[0x7eeeb173, [0x7fc, nil]]
[0x8382dd8a, [0x846, nil]]
[0xa22cb465, [0x947, nil]]
[0x6fdde03, [0x386, nil]]
[0x9a3beef, [0x3df, nil]]
[0x2962299f, [0x4fc, nil]]
[0x715018a6, [0x7c7, nil]]
[0xf3aa1c15, [0xb66, nil]]
[0x1ffc9a7, [0x30d, nil]]
[0x616cd9fa, [0x750, nil]]
[0x9b642de1, [0x8ea, nil]]
[0xe68b0944, [0x9fd, nil]]
[0xea08c8c3, [0xae6, nil]]
[0xf242432a, [0x43f5, [0xb26, nil]]]
[0x18054c37, [0x493, nil]]
[0x2eb2c2d6, [0x55c, nil]]
[0x4e1273f4, [0x5bc, nil]]
[0x80f86009, [0x81c, nil]]
[0xa411104c, [0x967, nil]]
[0x5aadfc08, [0x41f0, [0x5e9, nil]]]
[0x8ddc39ab, [0x3cdc, [0x884, nil]]]
[0x8ad480b, [0x39f, nil]]
[0x9b60a27, [0x3ff, nil]]
[0xe8a3d485, [0x386, nil]]
[0x2d345670, [0x3e53, [0x51c, nil]]]
[0x35bb3e16, [0x3e53, [0x57c, nil]]]
[0x7bc90892, [0x4252, [0x7dc, nil]]]
[0x93e88b3, [0x3d01, [0x3bf, nil]]]
[0xf2fde38b, [0x3e53, [0xb46, nil]]]
[0xfdd58e, [0x3baf, [0x2da, nil]]]
[0x5d859375, [0x420c, [0x730, nil]]]
[0xd55f2d9d, [0x439c, [0x9dd, nil]]]
[0xe985e9c5, [0x43c6, [0xac6, nil]]]
[0x7eeeb173, [0x4306, [0x7fc, nil]]]
[0x8382dd8a, [0x4330, [0x846, nil]]]
[0xa22cb465, [0x3e18, [0x947, nil]]]
[0xd011645c, [0x3dfe, [0x9ab, nil]]]
[0x95d89b41, [0x3cb6, [0x386, nil]]]
[0x6fdde03, [0x3cb6, [0x386, nil]]]
[0x2962299f, [0x3cdc, [0x4fc, nil]]]
[0x715018a6, [0x238e, [0x7c7, nil]]]
[0xf3aa1c15, [0x4330, [0xb66, nil]]]
[0xe89341c, [0x3dfe, [0x41f, nil]]]
[0x9c561601, [0x3dfe, [0x90a, nil]]]
[0x1ffc9a7, [0x3c06, [0x30d, nil]]]
[0x616cd9fa, [0x422e, [0x750, nil]]]
[0xea08c8c3, [0x422e, [0xae6, nil]]]
[0x6352211e, [0x3dfe, [0x78f, nil]]]
[0x3d20a231, [0x4118, [0x59c, nil]]]
[0x18054c37, [0x3e18, [0x493, nil]]]
[0x2eb2c2d6, [0x3ff0, [0x55c, nil]]]
[0xa411104c, [0x3baf, [0x967, nil]]]
[0x8ad480b, [0x3cdc, [0x39f, nil]]]
[0x9b60a27, [0x3dc7, [0x3ff, nil]]]
[0x12d9f50a, [0x3dfe, [0x43f, nil]]]
[0x2e1a7d4d, [0x3dfe, [0x53c, nil]]]
[0xe8a3d485, [0x3cb6, [0x386, nil]]]
[0x4e1273f4, [0x4157, [0x5bc, nil]]]
[0xe68b0944, [0x3dfe, [0x9fd, nil]]]
[0x8129fc1c, [0x27db, [0x831, nil]]]
[0xf242432a, [0x43fe, [0xb26, nil]]]
[0x9b642de1, [0x437a, [0x8ea, nil]]]
[0x7bc90892, [0x4263, [0x7dc, nil]]]
[0xe89341c, [0x1826, [0x3dfe, [0x41f, nil]]]]
[0x93e88b3, [0x3d11, [0x3bf, nil]]]
[0xd55f2d9d, [0x43a5, [0x9dd, nil]]]
[0xe985e9c5, [0x43cf, [0xac6, nil]]]
[0x3d20a231, [0x4093, [0x4118, [0x59c, nil]]]]
[0x7eeeb173, [0x430f, [0x7fc, nil]]]
[0x4e1273f4, [0x4093, [0x4157, [0x5bc, nil]]]]
[0x2eb2c2d6, [0x3ff9, [0x55c, nil]]]
[0xd011645c, [0x2af1, [0x3dfe, [0x9ab, nil]]]]
[0x8129fc1c, [0x3205, [0x27db, [0x831, nil]]]]
[0x9b60a27, [0x3dd0, [0x3ff, nil]]]
[0xfdd58e, [0x3bb8, [0x2da, nil]]]
[0x9b642de1, [0x3f6d, [0x437a, [0x8ea, nil]]]]
[0x9b642de1, [0x3f74, [0x437a, [0x8ea, nil]]]]
[0x3d20a231, [0x3ed8, [0x4093, [0x4118, [0x59c, nil]]]]]
[0x9a3beef, [0x3d8a, [0x3df, nil]]]
[0xa411104c, [0x3bb8, [0x967, nil]]]
[0xa22cb465, [0x3e36, [0x947, nil]]]
[0x4e1273f4, [0x3ed8, [0x4093, [0x4157, [0x5bc, nil]]]]]
[0x7bc90892, [0x4271, [0x7dc, nil]]]
[0x3d20a231, [0x40a0, [0x4118, [0x59c, nil]]]]
[0xd011645c, [0x45a1, [0x2af1, [0x3dfe, [0x9ab, nil]]]]]
[0x18054c37, [0x3e36, [0x493, nil]]]
[0xf242432a, [0x4436, [0xb26, nil]]]
[0x9b642de1, [0x3eb7, [0x3f74, [0x437a, [0x8ea, nil]]]]]
[0x7eeeb173, [0x3d11, [0x7fc, nil]]]
[0xe89341c, [0x1835, [0x3dfe, [0x41f, nil]]]]
[0x2e1a7d4d, [0x1b36, [0x3dfe, [0x53c, nil]]]]
[0x4e1273f4, [0x40a0, [0x4157, [0x5bc, nil]]]]
[0x8129fc1c, [0x320d, [0x27db, [0x831, nil]]]]
[0xd011645c, [0x2b1c, [0x3dfe, [0x9ab, nil]]]]
[0x9b60a27, [0x3dde, [0x3ff, nil]]]
[0x9a3beef, [0x15b8, [0x3d8a, [0x3df, nil]]]]
[0x2eb2c2d6, [0x4024, [0x55c, nil]]]
[0x3d20a231, [0x3eb7, [0x40a0, [0x4118, [0x59c, nil]]]]]
[0xf242432a, [0x3fc9, [0x4436, [0xb26, nil]]]]
