0xcf	0x00000000
0x11f	0x13af4035
0x154	0x23aa7e12
0x185	0x3b22f35f
0x1af	0x8063ab78
0x1d0	0x806ad57e
0x1f1	0x8da5cb5b
0x206	0xaa156645
0x227	0xbc7f3b50
0x23c	0xc4f987a5
0x25d	0xcb3eef2c
0x2c2	0xd264e05e
0x2d7	0xd273285b
0x2ec	0xfa34b345
0x301	0xffd85b68
