0x0	__function_selector__
0x247	()
0x247	fallback()
0x24c	zug()
0x27c	supportsInterface(bytes4)
0x29f	oldSupply()
0x2b6	name()
0x2ed	getApproved(uint256)
0x316	approve(address,uint256)
0x32b	setAuth(address,bool)
0x33e	activities(uint256)
0x393	mint()
0x39b	totalSupply()
0x3a4	craft(address,uint256,uint8,uint8,uint8,uint8,uint16,uint32)
0x3b7	transferFrom(address,address,uint256)
0x3ca	startingTime()
0x3d5	safeTransferFrom(address,address,uint256)
0x3e8	pillage(uint256,uint8,bool,bool,bool)
0x3fb	minted()
0x404	doActionWithManyOrcs(uint256[],uint8)
0x417	ownerOf(uint256)
0x440	claim(uint256[])
0x453	balanceOf(address)
0x473	doAction(uint256,uint8)
0x486	cooldown()
0x48f	orcs(uint256)
0x545	migrator()
0x558	initialize()
0x560	update(uint256)
0x573	owner()
0x584	setAddresses(address,address)
0x597	symbol()
0x5b7	lootPools(uint8)
0x670	setApprovalForAll(address,bool)
0x683	transfer(address,uint256)
0x696	safeTransferFrom(address,address,uint256,bytes)
0x6a9	tokenURI(uint256)
0x6bc	auth(address)
0x6df	claimable(uint256)
0x6f2	isApprovedForAll(address,address)
0x720	migrationAction(uint256,address,uint8)
0x733	transferOwnership(address)
0x746	admin()
0x759	0x759
0xb29	0xb29
0xbdf	0xbdf
0x13d0	0x13d0
0x1410	0x1410
0x277f	0x277f
0x27e0	0x27e0
0x2918	0x2918
0x2a54	0x2a54
0x2bc6	0x2bc6
0x2ca4	0x2ca4
0x30aa	0x30aa
0x31ea	0x31ea
0x3214	0x3214
0x32f6	0x32f6
0x3631	0x3631
0x3668	0x3668
0x3841	0x3841
0x3b33	0x3b33
0x3b6e	0x3b6e
0x3b8a	0x3b8a
0x3bcf	0x3bcf
0x3bdf	0x3bdf
0x3bee	0x3bee
0x3bfd	0x3bfd
0x3c0e	0x3c0e
0x3c29	0x3c29
0x3c5c	0x3c5c
0x3d43	0x3d43
0x3d6d	0x3d6d
0x3d97	0x3d97
0x3e3d	0x3e3d
0x3e7f	0x3e7f
0x3ed3	0x3ed3
0x3ef0	0x3ef0
0x3f0d	0x3f0d
0x3f28	0x3f28
0x3f9f	0x3f9f
0x3fd1	0x3fd1
0x4004	0x4004
0x4027	0x4027
0x4085	0x4085
0x40b1	0x40b1
0x40f4	0x40f4
0x417c	0x417c
0x418f	0x418f
0x41c6	0x41c6
0x4215	0x4215
0x4246	0x4246
0x426e	0x426e
0x4294	0x4294
0x42ac	0x42ac
0x42d1	0x42d1
0x42f2	0x42f2
0x4306	0x4306
0x4330	0x4330
0x434f	0x434f
0x439b	0x439b
0x43b2	0x43b2
0x43de	0x43de
0x4413	0x4413
0x442e	0x442e
0x444f	0x444f
0x44d1	0x44d1
