0x25f	6	0x24c	1
0x25f	6	0x2fb	1
0x25f	6	0x425	1
0x25f	6	0x545	1
0x25f	6	0x573	1
0x25f	6	0x746	1
0x28f	3	0x6ca	1
0x28f	3	0x700	1
0x28f	3	0x78a	1
0x28f	3	0x526f	1
0x2a8	8	0x29f	1
0x2a8	8	0x39b	1
0x2a8	8	0x3ca	1
0x2a8	8	0x3fb	1
0x2a8	8	0x461	1
0x2a8	8	0x486	1
0x2a8	8	0x9a5	1
0x2a8	8	0x54f5	1
0x2a8	8	0x551b	1
0x2e0	3	0x2b6	1
0x2e0	3	0x597	1
0x2e0	3	0x54cf	1
0x31ea	10	0x9e7	1
0x31ea	10	0x9f5	1
0x31ea	10	0xa01	1
0x31ea	10	0x1263	1
0x31ea	10	0x12f1	1
0x31ea	10	0x1301	1
0x31ea	10	0x241a	1
0x31ea	10	0x2f69	1
0x31ea	10	0x2f77	1
0x31ea	10	0x2f83	1
0x3214	10	0xbce	3
0x3214	10	0x396d	3
0x3214	10	0x3a06	3
0x3631	7	0x1015	1
0x3631	7	0x107a	1
0x3631	7	0x10e0	1
0x3631	7	0x2d9b	1
0x3631	7	0x2e29	1
0x3631	7	0x2e83	1
0x3631	7	0x2ee0	1
0x3668	3	0x5355	1
0x3668	3	0x5379	1
0x3668	3	0x539d	1
0x3841	3	0x13f0	1
0x3841	3	0x14ed	1
0x3841	3	0x2b39	1
0x3b6e	19	0x3c20	3
0x3bcf	5	0x3d5f	2
0x3bdf	3	0x3eb7	1
0x3bdf	3	0x3ff6	1
0x3bdf	3	0x4017	1
0x3bfd	4	0x3dbd	1
0x3bfd	4	0x3dd2	1
0x3bfd	4	0x3de0	1
0x3bfd	4	0x3dee	1
0x3c0e	3	0x453	1
0x3c0e	3	0x6bc	1
0x3c0e	3	0x733	1
0x3f9f	7	0x2ed	1
0x3f9f	7	0x33e	1
0x3f9f	7	0x417	1
0x3f9f	7	0x48f	1
0x3f9f	7	0x560	1
0x3f9f	7	0x6a9	1
0x3f9f	7	0x6df	1
0x41c6	3	0xc42	1
0x41c6	3	0x1490	1
0x41c6	3	0x23bd	1
0x426e	35	0x3b33	7
0x4294	11	0x374d	3
0x4294	11	0x3758	3
0x42ac	10	0x3725	3
0x42ac	10	0x37b2	3
0x42ac	10	0x37f7	3
0x42f2	20	0x3b64	7
0x4306	4	0x2d15	1
0x4306	4	0x2d37	1
0x4306	4	0x2d59	1
0x4306	4	0x2d7b	1
0x4330	23	0x3b44	7
0x4330	23	0x3b52	7
0x43de	16	0x3668	3
0x43de	16	0x3701	3
0x43de	16	0x378e	3
0x43de	16	0x37d3	3
0x43de	16	0x3806	3
0x442e	7	0x2de3	1
0x442e	7	0x2dfd	1
0x442e	7	0x2e13	1
0x442e	7	0x2e66	1
0x442e	7	0x2ec3	1
0x442e	7	0x2f21	1
0x442e	7	0x2f3b	1
0x444f	15	0x353e	6
