0xd85	0x32f6	0xd8d
0xf60	0x439b	0xf71
0x1015	0x3631	0x5355
0x107a	0x3631	0x5379
0x10e0	0x3631	0x539d
0x2adf	0x4330	0x2aee
0x2de3	0x442e	0x2ded
0x2e66	0x442e	0x2e70
0x2ec3	0x442e	0x2ecd
0x2f21	0x442e	0x2f2b
0x3725	0x42ac	0x3734
0x37b2	0x42ac	0x3734
0x37f7	0x42ac	0x3734
0x3829	0x434f	0x5629
0x3a060x3841	0x3214	0x3a100x3841
0x39920x3841	0x32f6	0x399a0x3841
0x396d0x3841	0x3214	0x39770x3841
0x35230x32f6	0x4330	0x35340x32f6
0x347e0x32f6	0x3b33	0x34a50x32f6
0x28a	0x759	0x28f0x27c
0x3c5	0xb29	0x5051
0x6ed	0x2a54	0x2a80x6df
0x8fe	0x2bc6	0x908
0x2bc6	0x4294	0x2bd9
0x2d01	0x42d1	0x2d15
0x9dd	0x30aa	0x9e7
0x9e7	0x31ea	0x9f5
0x9f5	0x31ea	0xa01
0xa01	0x31ea	0xa0d
0xa0d	0x426e	0xa17
0xa17	0x426e	0xa21
0xbce	0x3214	0x52bc
0xf7b	0x4330	0xfad
0x5355	0x3668	0x1044
0x5379	0x3668	0x10a8
0x539d	0x3668	0x110d
0x1263	0x31ea	0x12f1
0x12f1	0x31ea	0x1301
0x1301	0x31ea	0x1311
0x1311	0x426e	0x131b
0x131b	0x426e	0x1325
0x1325	0x4294	0x1359
0x14ed	0x3841	0x14f8
0x241a	0x31ea	0x243e
0x244c	0x439b	0x245e
0x2523	0x4330	0x2555
0x25af	0x32f6	0x25bc
0x25bc	0x43de	0x2602
0x2602	0x42ac	0x2650
0x2a82	0x439b	0x2aab
0x2afd	0x3b33	0x551b
0x2aee	0x42f2	0x2af8
0x3b33	0x426e	0x3b44
0x2b39	0x3841	0x2b44
0x2b44	0x439b	0x2b50
0x2d15	0x4306	0x2d20
0x2d20	0x42d1	0x2d37
0x2d37	0x4306	0x2d42
0x2d42	0x42d1	0x2d59
0x2d59	0x4306	0x2d64
0x2d64	0x42d1	0x2d7b
0x2d7b	0x4306	0x2d86
0x2d86	0x4294	0x2d9b
0x2d9b	0x3631	0x2dca
0x2e13	0x442e	0x2e1e
0x2dfd	0x442e	0x2e08
0x2ded	0x426e	0x5541
0x2e08	0x426e	0x5565
0x2e1e	0x426e	0x2e29
0x2e29	0x3631	0x2e58
0x2e70	0x426e	0x2e7b
0x2e83	0x3631	0x2eb5
0x2ecd	0x426e	0x2ed8
0x2ee0	0x3631	0x2f13
0x2f3b	0x442e	0x2f46
0x2f2b	0x426e	0x2f36
0x2f51	0x30aa	0x2f69
0x2f46	0x426e	0x2f51
0x2f69	0x31ea	0x2f77
0x2f77	0x31ea	0x2f83
0x2f83	0x31ea	0x2f8f
0x2f8f	0x426e	0x2f99
0x2f99	0x426e	0x2fa3
0x3100	0x4413	0x3111
0x3111	0x4294	0x3122
0x3122	0x4413	0x3137
0x320a	0x42d1	0x5589
0x325e	0x4413	0x3287
0x36bb	0x444f	0x36cf
0x36cf	0x426e	0x36ea
0x36ea	0x426e	0x36f4
0x376d	0x426e	0x3781
0x3734	0x434f	0x55d6
0x55d6	0x444f	0x374d
0x3758	0x4294	0x3762
0x3806	0x43de	0x3818
0x5629	0x444f	0x374d
0x3b44	0x4330	0x3b52
0x3b52	0x4330	0x3b64
0x3b64	0x42f2	0x5656
0x3cf9	0x4246	0x57a4
0x3668	0x43de	0x36bb
0x374d	0x4294	0x3758
0x3701	0x43de	0x3713
0x378e	0x43de	0x37a0
0x37d3	0x43de	0x37e5
0x34420x32f6	0x439b	0x345d0x32f6
0x35340x32f6	0x42f2	0x353e0x32f6
0x353e0x32f6	0x444f	0x354c0x32f6
0x354c0x32f6	0x42f2	0x35850x32f6
0x35850x32f6	0x426e	0x35ae0x32f6
0x3a060x13d0B0x412	0x3214	0x3a100x13d0B0x412
0x39920x13d0B0x412	0x32f6	0x399a0x13d0B0x412
0x396d0x13d0B0x412	0x3214	0x39770x13d0B0x412
0x13feB0x412	0x4413	0x1408B0x412
0x27d1B0x691	0x3214	0x27dcB0x691
0x35230x1410B0x44e	0x4330	0x35340x1410B0x44e
0x347e0x1410B0x44e	0x3b33	0x34a50x1410B0x44e
0x143cB0x44e	0x4413	0x1446B0x44e
0x34420x1410B0x44e	0x439b	0x345d0x1410B0x44e
0x35340x1410B0x44e	0x42f2	0x353e0x1410B0x44e
0x353e0x1410B0x44e	0x444f	0x354c0x1410B0x44e
0x354c0x1410B0x44e	0x42f2	0x35850x1410B0x44e
0x35850x1410B0x44e	0x426e	0x35ae0x1410B0x44e
0x3f62B0x2a25B0x6b7	0x4246	0x588aB0x2a25B0x6b7
0x27e0B0x6a4	0xb29	0x27ecB0x6a4
0x27e0B0xbdfB0x3e3	0xb29	0x27ecB0xbdfB0x3e3
