0xa26
0xe09
0xfc0
0x1036
0x146f
0x1858
0x187c
0x19c2
0x2297
0x22c2
0x22fa
0x232c
0x2350
0x2541
0x321c
0x325b
0x334a
0x3604
0x3618
0x3928
0x3e89
0x3f21
0x3ff0
0x4324
0x4383
0x43c4
0x4494
