0x0	0x9
0x1c	0x1399
0x32	0x3c
0xca	0xd3
0xd3	0xf0
0x29d	0x2a6
0x2a6	0x2e6
0x2e6	0x2ef
0x2ef	0x30b
0x35c	0x365
0x365	0x3a5
0x3a5	0x3ae
0x9b6	0x9d3
0xa76	0xa9e
0xbe90x13bc	0xc120x13bc
0xbe90x13bf	0xc120x13bf
0xbc60x13bc	0xbe90x13bc
0xbc60x13bf	0xbe90x13bf
0xb7d0x13bc	0xb890x13bc
0xb7d0x13bf	0xb890x13bf
0x8f00x13ad	0x8f90x13ad
0x8f00x13b0	0x8f90x13b0
0x8580x13a7	0x87f0x13a7
0x8580x13aa	0x87f0x13aa
0x8580x13b3	0x87f0x13b3
0x84f0x13a7	0x8580x13a7
0x84f0x13aa	0x8580x13aa
0x84f0x13b3	0x8580x13b3
0x7b80x13a7	0x84f0x13a7
0x7b80x13aa	0x84f0x13aa
0x7b80x13b3	0x84f0x13b3
0x7af0x13a7	0x7b80x13a7
0x7af0x13aa	0x7b80x13aa
0x7af0x13b3	0x7b80x13b3
0x62d0x13a1	0x65d0x13a1
0x62d0x13a4	0x65d0x13a4
0x61c0x13a1	0x62d0x13a1
0x61c0x13a4	0x62d0x13a4
0x6130x13a1	0x61c0x13a1
0x6130x13a4	0x61c0x13a4
0xd	0x1c
0x43	0x139c
0x5d	0x139f
0x8e	0x13a2
0x16f	0x13a5
0x195	0x13a8
0x1ca	0x13ab
0x1f0	0x13ae
0x235	0x13b1
0x25b	0x13b4
0x31a	0x13b7
0x3fa	0x13ba
0x99c	0x9b6
0x482	0x13bd
0x57e	0x13c0
0x596	0x598
0xa1d	0xa3b
0x139b	0x32
0x139e	0x5a
0x13a4	0xca
0x13b6	0x29d
0x13b9	0x35c
0xf0	0xfe
0x9d3	0x9e5
0x9e5	0x9fb
0x9fb	0xa0e
0xa3b	0xa4d
0xa4d	0xa63
0xa63	0xa76
0xc120x13bc	0xc1e0x13bc
0xc120x13bf	0xc1e0x13bf
0xbb20x13bc	0xbc60x13bc
0xbb20x13bf	0xbc60x13bf
0xb900x13bc	0xbb20x13bc
0xb900x13bf	0xbb20x13bf
0xb520x13bc	0xb7d0x13bc
0xb520x13bf	0xb7d0x13bf
0xaae0x13bc	0xb520x13bc
0xaae0x13bf	0xb520x13bf
0x8bc0x13ad	0x8f00x13ad
0x8bc0x13b0	0x8f00x13b0
0x89a0x13a7	0x8aa0x13a7
0x89a0x13aa	0x8aa0x13aa
0x89a0x13b3	0x8aa0x13b3
0x87f0x13a7	0x89a0x13a7
0x87f0x13aa	0x89a0x13aa
0x87f0x13b3	0x89a0x13b3
0x7740x13a7	0x7af0x13a7
0x7740x13aa	0x7af0x13aa
0x7740x13b3	0x7af0x13b3
0x7520x13a1	0x7620x13a1
0x7520x13a4	0x7620x13a4
0x73a0x13a1	0x74b0x13a1
0x73a0x13a4	0x74b0x13a4
0x7270x13a1	0x72d0x13a1
0x7270x13a4	0x72d0x13a4
0x6d90x13a1	0x7150x13a1
0x6d90x13a4	0x7150x13a4
0x65d0x13a1	0x6d90x13a1
0x65d0x13a4	0x6d90x13a4
0x5cc0x13a1	0x6130x13a1
0x5cc0x13a4	0x6130x13a4
0x59e0x13a1	0x5cc0x13a1
0x59e0x13a4	0x5cc0x13a4
0x71b0x13a1	0x7260x13a1
0x71b0x13a4	0x7260x13a4
0x7260x13a1	0x7270x13a1
0x7260x13a4	0x7270x13a4
0x7500x13a1	0x7520x13a1
0x7500x13a4	0x7520x13a4
0xb8e0x13bc	0xb900x13bc
0xb8e0x13bf	0xb900x13bf
