0x7d
0x128
0x146
0x150
0x184
0x1ab
0x1bb
0x1df
0x209
0x226
0x24a
0x3e1
0x41e
0x473
0x4a6
0x521
0x52a
0x561
0x920
0x949
0x970
0x97d
0x98a
0xaac
