0x0	__function_selector__
0x31a	reward0PerTokenStored()
0x334	getActiveOffer(uint256)
0x3a3	reward0Rate()
0x3ab	rewardManager()
0x3cf	userRewards1(address)
0x3f5	rewardEarned(address)
0x434	userReward1PerTokenPaid(address)
0x45a	setDoCheckSafetyPools(bool)
0x47b	directStakeBalances(address)
0x4a1	getPendingOffer(uint256)
0x537	directStake(uint256)
0x554	release(uint256,uint256,uint256,uint256,uint256)
0x589	payRewards(address)
0x5af	FULL_SLIPPAGE()
0x5b7	makeOffer(address,uint256,uint256,uint256,uint256,uint256)
0x5fb	renounceOwnership()
0x603	uniswapRouter()
0x60b	reward0PerToken()
0x613	reward1PerTokenStored()
0x61b	lastTimeRewardApplicable()
0x623	safetyPair1()
0x62b	directWithdraw(uint256)
0x648	exceedingLiquidity()
0x650	initialize(address,address,address,uint256,address,address,uint256,uint256,address,address,bool,bool)
0x6cf	activeOfferCount()
0x6d7	owner()
0x6df	submitter()
0x6e7	isFirstTokenInSafetyPair0()
0x703	userReward0PerTokenPaid(address)
0x729	reward1Rate()
0x731	transferExceedingLiquidity()
0x739	safetyPair0()
0x741	endDate()
0x749	MAX_SLIPPAGE_TOLERANCE()
0x751	bonusToken0()
0x759	uniswapPair()
0x761	lastUpdateTime()
0x769	doCheckSafetyPools()
0x771	isFirstTokenInSafetyPair1()
0x779	userRewards0(address)
0x79f	feesController()
0x7a7	cancelOffer(uint256)
0x7c4	transferOwnership(address)
0x7ea	pendingOfferCount()
0x7f2	reward1PerToken()
0x7fa	takeOffer(uint256,uint256,uint256)
0x823	bonusToken1()
0x8ad	0x8ad
0x11a2	0x11a2
0x1a44	0x1a44
0x20a0	0x20a0
0x219b	0x219b
0x2873	0x2873
0x306e	0x306e
0x3231	0x3231
0x328f	0x328f
0x32fb	0x32fb
0x3353	0x3353
0x3357	0x3357
0x33e5	0x33e5
0x3465	0x3465
0x35bf	0x35bf
0x3719	0x3719
0x3790	0x3790
0x37f5	0x37f5
0x3878	0x3878
0x388e	0x388e
0x3894	0x3894
0x3c27	0x3c27
0x3cd8	0x3cd8
0x3ecf	0x3ecf
0x3eeb	0x3eeb
0x3f8b	0x3f8b
0x409c	0x409c
0x40b3	0x40b3
0x4233	0x4233
0x42d7	0x42d7
0x4426	()
0x4426	fallback()
