0x0	0xd
0x3f	0x4a
0x60	0x6b
0xd	0x1e
0x1832	0x1881
0x1aa9	0x1ab6
0x1b8f	0x1b9c
0x2995	0x299e
0x299e	0x29a4
0x2a49	0x2a52
0x2a52	0x2a5f
0x2b8a	0x2b91
0x378c	0x37a4
0x38f3	0x38fe
0x26b10x5e4	0x26b80x5e4
0x26b10x8ed	0x26b80x8ed
0x26b10x2565	0x26b80x2565
0x23e30x8ae	0x23f00x8ae
0x23e30x23af	0x23f00x23af
0x23da0x8ae	0x23e30x8ae
0x23da0x23af	0x23e30x23af
0x1c6	0x1d2
0xf7	0x103
0x95	0xa1
0x6f	0x7b
0xd1	0xdd
0x164	0x170
0x13e	0x14a
0x1a0	0x1ac
0x2a0	0x2ac
0x23e	0x24a
0x218	0x224
0x27a	0x286
0x30d	0x319
0x2e7	0x2f3
0x349	0x355
0x37c	0x38f
0x12b6	0x12d4
0x3c4	0x3d7
0x12d9	0x12f2
0x44a	0x45d
0x135f	0x1378
0x483	0x496
0x14db	0x14e8
0x4e6	0x4f9
0x170d	0x171a
0x525	0x538
0x53c	0x552
0x556	0x564
0x568	0x585
0x589	0x5a2
0x5a6	0x5b4
0x5b8	0x5d5
0x19ef	0x1a08
0x5f0	0x603
0x607	0x61d
0x621	0x62f
0x633	0x650
0x1b82	0x1b85
0x69e	0x6b1
0x6d1	0x6e4
0x1bcb	0x1be4
0x721	0x734
0x1e58	0x1e65
0x75a	0x76d
0x1f78	0x1f85
0x793	0x7a6
0x7aa	0x7c0
0x7c4	0x7d2
0x7d6	0x7f3
0x7f7	0x810
0x814	0x822
0x826	0x843
0x227c	0x2295
0x85e	0x871
0x8ba	0x8cd
0x23af	0x23d30x23af
0x24f5	0x2506
0x8f9	0x90c
0x2565	0x25870x2565
0x92c	0x93f
0x26be	0x26cb
0x96b	0x97e
0x989	0x9b5
0x2974	0x298e
0x9cd	0x9f4
0x9b5	0x9be
0x9f4	0x9fd
0xa38	0xa63
0xa67	0xa75
0xa79	0xa96
0x2b14	0x2b21
0xae7	0xafa
0x2e95	0x2eae
0xb26	0xb39
0x2f7d	0x2f88
0xb65	0xb78
0x3267	0x3280
0xb98	0xbab
0xc00	0xc13
0x33ae	0x33c7
0xc3f	0xc52
0xcb1	0xcc4
0xcea	0xcfd
0xd47	0xd5a
0xda8	0xdbb
0xdbf	0xdd5
0xdd9	0xde7
0xdeb	0xe08
0xe0c	0xe25
0xe29	0xe37
0xe3b	0xe58
0x34e0	0x34f9
0xe73	0xe86
0x35df	0x35f80x35df
0xe9d	0xeb0
0xeb4	0xee3
0xee7	0xef5
0xef9	0xf16
0xf1a	0xf33
0xf37	0xf45
0xf49	0xf66
0xf6a	0xf83
0xf87	0xf95
0xf99	0xfb6
0x1003	0x1016
0x3717	0x3728
0x1066	0x1079
0x10b4	0x10c7
0x10e7	0x10fa
0x3959	0x3965
0x398f	0x39a2
0x113b	0x114e
0x116e	0x1181
0x3ad4	0x3aed
0x11a1	0x11b4
0x11b8	0x11f3
0x11f7	0x1205
0x1209	0x1226
0x1241	0x1254
0x1289	0x129c
0x3c07	0x3c510x3c07
0x13b7	0x13c2
0x13fd	0x1424
0x152b	0x153e
0x86	0x91
0x157b	0x1586
0x15d8	0x15dd
0x161d	0x163e
0x175d	0x1770
0x17ad	0x17b8
0x17f3	0x1823
0x182c	0x1832
0x1885	0x1890
0x1899	0x18ab
0x18af	0x18b6
0x1902	0x190d
0x1943	0x1968
0x29	0x34
0x4020	0x402e0x4020
0x1a47	0x1a4f
0x1a85	0x1a88
0x1a9c	0x1aa9
0x1b1d	0x1b28
0x1acc	0x1ad1
0x1b29	0x1b41
0x1a88	0x1a91
0x1b85	0x1b8f
0x1c23	0x1c55
0x1c99	0x1ca4
0x1ce6	0x1d1f
0x407a	0x4082
0x1ea8	0x1ebb
0x1ef8	0x1f03
0x1fc8	0x1fdb
0x2018	0x2023
0x2075	0x207a
0x20bb	0x20dc
0x2120	0x215e
0x2176	0x2178
0x41e7	0x41ef
0x21b4	0x21da
0x425b	0x42b0
0x22d4	0x22dc
0x2312	0x2315
0x2329	0x2341
0x2315	0x231e
0x270e	0x2721
0x275e	0x2769
0x27a4	0x27d2
0x2819	0x2825
0x286c	0x2877
0x288d	0x28f5
0x28f9	0x2904
0x29ac	0x29bf
0x298e	0x2995
0x29c3	0x29de
0x29ed	0x2a03
0x2a07	0x2a22
0x2a31	0x2a42
0x2a60	0x2a97
0x2adf	0x2aea
0x2aeb	0x2aff
0x2a42	0x2a49
0x2b5c	0x2b6f
0x2b84	0x2b8a
0x2bc7	0x2be8
0x2c2c	0x2c32
0x2c61	0x2c6b
0x2d10	0x2d80
0x2cb0	0x2ccf
0x2d98	0x2dac
0x2d80	0x2d89
0x2dc5	0x2de0
0x2de4	0x2def
0x2e15	0x2e20
0x2eed	0x2ef8
0x2fea	0x2ff4
0x3054	0x306c
0x30af	0x311c
0x3120	0x312b
0x3134	0x3146
0x44ad	0x44b7
0x3168	0x31dd
0x31e1	0x31ec
0x32bf	0x32ce
0x1e	0x29
0x3538	0x3540
0x3576	0x3579
0x358d	0x35a5
0x3579	0x3582
0x3730	0x3736
0x373e	0x3743
0x3779	0x378c
0x37dd	0x37f0
0x37f9	0x382d
0x386e	0x38f3
0x3d7f	0x3d8c
0x3da4	0x3daf
0x3def	0x3df9
0x3e0b	0x3e0d
0x3e2a	0x3e4f
0x4100	0x4105
0x40d2	0x40dd
0x40e6	0x40f8
0x40fc	0x4100
0x41f6	0x4202
0x4203	0x420a
0x42b4	0x42bf
0x42c8	0x42da
0x42de	0x4331
0x4335	0x4340
0x4349	0x435b
0x435f	0x4367
0x43a0	0x43eb
0x43ef	0x43fa
0x4403	0x4415
0x449c	0x44a4
0x4446	0x4450
0x370	0x378
0x3b8	0x3c0
0x3e6	0x3ee
0x417	0x41f
0x43e	0x446
0x477	0x47f
0x4b0	0x4b8
0x4c5	0x4cd
0x4da	0x4e2
0x519	0x521
0x5e4	0x5ec
0x692	0x69a
0x6c5	0x6cd
0x700	0x708
0x715	0x71d
0x74e	0x756
0x787	0x78f
