0x320	0x8e1	0x2a2	0x2a2
0x335	0x383d	0x344	0x349
0x335	0x383d	0x349	0x349
0x357	0x386f	0x2a2	0x2a2
0x357	0x386f	0x366	0x2a2
0x398	0x3428	0x349	0x349
0x398	0x3428	0x3a7	0x349
0x3b8	0x3428	0x349	0x349
0x3b8	0x3428	0x3c7	0x349
0x3d8	0x386f	0x3e7	0x419
0x3d8	0x386f	0x419	0x419
0x464	0xbe5	0x306	0x306
0x479	0x3428	0x349	0x349
0x479	0x3428	0x488	0x349
0x4c3	0x354a	0x349	0x349
0x4c3	0x354a	0x4d1	0x349
0x4d6	0x3508	0x349	0x349
0x4d6	0x3508	0x4e4	0x349
0x51f	0x37ed	0x349	0x349
0x51f	0x37ed	0x52d	0x349
0x53e	0x3443	0x349	0x349
0x53e	0x3443	0x54d	0x349
0x55e	0x35cb	0x349	0x349
0x55e	0x35cb	0x56d	0x349
0x57e	0x11ae	0x349	0x349
0x593	0x1242	0x349	0x349
0x5a8	0x3428	0x349	0x349
0x5a8	0x3428	0x5b7	0x349
0x5c8	0x3428	0x2e0	0x2e0
0x5c8	0x3428	0x5d7	0x2e0
0x616	0x13d8	0x349	0x349
0x62b	0x36b5	0x349	0x349
0x62b	0x36b5	0x63a	0x349
0x64b	0x383d	0x349	0x349
0x64b	0x383d	0x65a	0x349
0x66b	0x3428	0x349	0x349
0x66b	0x3428	0x67a	0x349
0x6a1	0x34b9	0x349	0x349
0x6a1	0x34b9	0x6b0	0x349
0x6c1	0x374c	0x349	0x349
0x6c1	0x374c	0x6d0	0x349
0x6e1	0x3476	0x349	0x349
0x6e1	0x3476	0x6f0	0x349
0x701	0x2008	0x70a	0x70a
0x70a	0x39fb	0x2b6	0x2b6
0x723	0x206d	0x72c	0x72c
0x755	0x3722	0x349	0x349
0x755	0x3722	0x764	0x349
0x775	0x214f	0x349	0x349
0x78a	0x3428	0x349	0x349
0x78a	0x3428	0x799	0x349
0x7aa	0x3602	0x349	0x349
0x7aa	0x3602	0x7b9	0x349
0x7ca	0x3892	0x2e0	0x2e0
0x7ca	0x3892	0x7d9	0x2e0
0x805	0x3428	0x306	0x306
0x805	0x3428	0x814	0x306
0x852	0x3428	0x349	0x349
0x852	0x3428	0x861	0x349
0x872	0x3428	0x349	0x349
0x872	0x3428	0x881	0x349
0x99c	0x3b31	0x96b	0x96b
0x9da	0x3b31	0x96b	0x96b
0xa07	0x3ab6	0x96b	0x96b
0xa2d	0x3ae1	0x96b	0x96b
0xa93	0x2a24	0xa9e	0xa9e
0xb53	0x3b31	0x96b	0x96b
0xb80	0x3ab6	0x96b	0x96b
0xd14	0x3a8c	0x96b	0x96b
0xd37	0x3b66	0x96b	0x96b
0xda4	0x2a98	0xdb1	0xdb1
0xdb1	0x3b86	0xdfe	0xdfe
0xe22	0x3a8c	0x96b	0x96b
0xe45	0x3b66	0x96b	0x96b
0xeb2	0x2a98	0xebf	0xebf
0xf44	0x3a8c	0x96b	0x96b
0xf5b	0x2a98	0xf68	0xf68
0xfe2	0x3b31	0x96b	0x96b
0x105e	0x3856	0x1082	0x1082
0x1082	0x3c08	0x108c	0x108c
0x108c	0x2c8f	0x10a2	0x10a2
0x1115	0x3b31	0x96b	0x96b
0x113b	0x3ae1	0x96b	0x96b
0x1264	0x3b31	0x96b	0x96b
0x1291	0x3ab6	0x96b	0x96b
0x130f	0x3b31	0x96b	0x96b
0x1335	0x3ae1	0x96b	0x96b
0x134c	0x3bf0	0x135b	0x135b
0x13fa	0x3b31	0x96b	0x96b
0x1411	0x3bf0	0x141e	0x141e
0x1466	0x3a8c	0x96b	0x96b
0x1535	0x3b07	0x96b	0x96b
0x154c	0x2daa	0x15e7	0x15e7
0x15f9	0x1610	0x161d	0x161d
0x1609	0x3e40	0x1610	0x1610
0x1670	0x3c4f	0x167d	0x167d
0x1681	0x3c4f	0x168f	0x168f
0x16f4	0x3a48	0x96b	0x96b
0x171d	0x2e7c	0x172f	0x172f
0x17a5	0x3c08	0x17cd	0x17cd
0x17cd	0x2c8f	0x17e7	0x17e7
0x1870	0x3b31	0x96b	0x96b
0x189d	0x3ab6	0x96b	0x96b
0x195e	0x3b31	0x96b	0x96b
0x198b	0x3ab6	0x96b	0x96b
0x19e7	0x3b31	0x96b	0x96b
0x1a14	0x3ab6	0x96b	0x96b
0x1b83	0x3b31	0x96b	0x96b
0x1bb0	0x3ab6	0x96b	0x96b
0x1ce2	0x2f4a	0x1d00	0x1d00
0x1d23	0x39b0	0x1d45	0x1d45
0x2080	0x3c4f	0x208a	0x208a
0x208a	0x2fea	0x2098	0x2098
0x20d8	0x3b31	0x96b	0x96b
0x2105	0x3ab6	0x96b	0x96b
0x2171	0x3b31	0x96b	0x96b
0x21e1	0x3b31	0x96b	0x96b
0x21f8	0x3057	0x2203	0x2203
0x22a1	0x3a8c	0x96b	0x96b
0x22c4	0x3b66	0x96b	0x96b
0x2393	0x3b07	0x96b	0x96b
0x23aa	0x38e0	0x23fa	0x23fa
0x23fa	0x2daa	0x241b	0x241b
0x242d	0x1610	0x2444	0x2444
0x243d	0x3fdd	0x1610	0x1610
0x2497	0x3c4f	0x24a4	0x24a4
0x24a8	0x3c4f	0x24b6	0x24b6
0x251b	0x3a48	0x96b	0x96b
0x2566	0x396a	0x259f	0x259f
0x264b	0x3c08	0x2673	0x2673
0x2673	0x2c8f	0x2692	0x2692
0x2692	0x396a	0x26ca	0x26ca
0x2713	0x2e7c	0x2725	0x2725
0x2769	0x3c08	0x2791	0x2791
0x2791	0x2c8f	0x27ab	0x27ab
0x2960	0x3b31	0x96b	0x96b
0x298d	0x3ab6	0x96b	0x96b
0x29b3	0x3ae1	0x96b	0x96b
0x2ae5	0x3b07	0x96b	0x96b
0x2b50	0x3c08	0x2b5a	0x2b5a
0x2bc7	0x3820	0x2beb	0x2beb
0x2bf1	0x3bf0	0x2c19	0x2c19
0x2c19	0x3199	0x2c34	0x2c34
0x2c3b	0x2e7c	0x2c50	0x2c50
0x2c8f	0x394e	0x2ceb	0x2ceb
0x2d43	0x3820	0x2d57	0x2d57
0x2dfd	0x32c9	0x2e0c	0x2e0c
0x2e7c	0x394e	0x2ea6	0x2ea6
0x3079	0x3c08	0x3085	0x3085
0x3085	0x3c08	0x3099	0x3099
0x30ab	0x412a	0x30b2	0x30b2
0x30da	0x415f	0x30e1	0x30e1
0x30e1	0x3bf0	0x3115	0x3115
0x313a	0x3c80	0x3141	0x3141
0x3199	0x394e	0x31fd	0x31fd
0x3255	0x3820	0x3269	0x3269
0x333b	0x41bc	0x3342	0x3342
0x3342	0x3bbf	0x3351	0x3351
0x3388	0x33b8	0x3396	0x3396
0x33dc	0x41f1	0x33e3	0x33e3
0x33e3	0x3bbf	0x33f6	0x33f6
0x343a	0x32f8	0x3050	0x3050
0x3456	0x32f8	0x345f	0x345f
0x345f	0x32f8	0x346d	0x346d
0x348b	0x32f8	0x3494	0x3494
0x3494	0x32f8	0x34a2	0x34a2
0x34a2	0x32f8	0x34b0	0x34b0
0x34cf	0x32f8	0x34d8	0x34d8
0x34d8	0x32f8	0x34e6	0x34e6
0x34e6	0x3cc2	0x34fd	0x34fd
0x351e	0x32f8	0x3527	0x3527
0x3527	0x32f8	0x3535	0x3535
0x3563	0x32f8	0x356c	0x356c
0x356c	0x32f8	0x357a	0x357a
0x357a	0x32f8	0x3596	0x3596
0x35b2	0x33b8	0x35be	0x35be
0x35de	0x32f8	0x35e7	0x35e7
0x35e7	0x3cc2	0x35f7	0x35f7
0x361f	0x32f8	0x3628	0x3628
0x3628	0x32f8	0x363d	0x363d
0x363d	0x32f8	0x3659	0x3659
0x3676	0x33b8	0x3682	0x3682
0x3698	0x3314	0x36a5	0x36a5
0x36ce	0x32f8	0x36d7	0x36d7
0x36d7	0x32f8	0x36ec	0x36ec
0x3716	0x3314	0x35be	0x35be
0x3735	0x32f8	0x373e	0x373e
0x3765	0x32f8	0x376e	0x376e
0x3792	0x33b8	0x379e	0x379e
0x37b4	0x33b8	0x37c1	0x37c1
0x3802	0x32f8	0x380b	0x380b
0x3832	0x3cc2	0x3050	0x3050
0x3882	0x32f8	0x346d	0x346d
0x38b4	0x3c1f	0x38cc	0x38cc
0x38e0	0x3c1f	0x393a	0x393a
0x394e	0x3c1f	0x3960	0x3960
0x396a	0x38b4	0x39a5	0x39a5
0x39b0	0x38b4	0x39d4	0x39d4
0x39d4	0x38b4	0x39e6	0x39e6
0x3b86	0x38b4	0x39a5	0x39a5
0x3be1	0x4226	0x3be8	0x3be8
0x3bfc	0x425b	0x3c03	0x3c03
0x3c13	0x4290	0x3c1a	0x3c1a
0x3c5c	0x42c5	0x3c63	0x3c63
