0x0	0xd
0x3f	0x4a
0x60	0x6b
0xd	0x1e
0x932	0x96b
0x15f9	0x1609
0x163a	0x163e
0x173f	0x1784
0x242d	0x243d
0x2461	0x2465
0x2555	0x2566
0x25e1	0x262a
0x2b13	0x2b1b
0x2b6c	0x2baf
0x14f	0x15b
0xc1	0xcd
0x7a	0x86
0x113	0x11f
0x1f3	0x1ff
0x1ac	0x1b8
0x245	0x251
0x8e1	0x91f
0xbf5	0xc08
0xd01	0xd14
0x3508	0x351a
0xe0f	0xe22
0x37ed	0x37fe
0xf31	0xf44
0x1453	0x1466
0x374c	0x3761
0x1ee6	0x1ef9
0x3722	0x3731
0x228e	0x22a1
0x3892	0x38a1
0x2818	0x282b
0x92d	0x932
0x98d	0x99c
0xc4f	0xc5e
0xd2b	0xd37
0xd4e	0xd5d
0x2a98	0x2ae5
0xe39	0xe45
0xe5c	0xe6b
0x147d	0x14a0
0x14e7	0x1535
0x34	0x3f
0x15e7	0x15ef
0x1697	0x16a3
0x161d	0x163a
0x163e	0x1665
0x166a	0x1670
0x167d	0x1681
0x3c4f	0x3c5c
0x15ef	0x15f9
0x16e4	0x16f4
0x170b	0x171d
0x1734	0x173f
0x1788	0x1793
0x3c08	0x3c13
0x194f	0x195e
0x1975	0x1982
0x1986	0x198b
0x19d8	0x19e7
0x19fe	0x1a0b
0x1a0f	0x1a14
0x1a2b	0x1a56
0x1b74	0x1b83
0x1b9a	0x1ba7
0x1bab	0x1bb0
0x1bc7	0x1bd6
0x1c13	0x1c3e
0x1c85	0x1c8f
0x1d45	0x1d5b
0x1d5f	0x1d6a
0x1f06	0x1f0d
0x1f1b	0x1f20
0x1f24	0x1f8a
0x20c9	0x20d8
0x20ef	0x20fc
0x2100	0x2105
0x22b8	0x22c4
0x22db	0x22fe
0x2345	0x2393
0x241b	0x2423
0x24be	0x24ca
0x2444	0x2461
0x2465	0x248c
0x2491	0x2497
0x24a4	0x24a8
0x2423	0x242d
0x250b	0x251b
0x2532	0x2541
0x254f	0x2555
0x2701	0x2713
0x25d6	0x25e1
0xe3	0xee
0x259f	0x25b4
0x25b8	0x25c3
0x262e	0x2639
0x26ca	0x26e0
0x26e4	0x26ef
0x272a	0x2735
0x287e	0x288d
0x2a8e	0x2a92
0x2afc	0x2b13
0x2b61	0x2b6c
0x2c34	0x2c3b
0x2bb3	0x2bbe
0x3bf0	0x3bfc
0x2c50	0x2c86
0x2ceb	0x2d07
0x2d28	0x2d2d
0x2d2d	0x2d3a
0x2d57	0x2d5c
0x2ea6	0x2ec2
0x2ee3	0x2ee8
0x2ee8	0x2ef2
0x3099	0x30ab
0x30b2	0x30da
0x3115	0x313a
0x376e	0x378e
0x379e	0x37b0
0x37c1	0x37d4
0x282	0x28a
0x2bf	0x2c7
0x2f0	0x2f8
0x314	0x31c
0x329	0x331
0x34b	0x353
0x38c	0x394
0x3ac	0x3b4
0x3cc	0x3d4
0x438	0x440
0x458	0x460
0x46d	0x475
0x48d	0x495
0x4ad	0x4b5
0x4e9	0x4f1
0x4ff	0x507
0x532	0x53a
0x552	0x55a
0x572	0x57a
0x587	0x58f
0x59c	0x5a4
0x5bc	0x5c4
0x5ec	0x5f4
0x60a	0x612
0x61f	0x627
0x63f	0x647
0x65f	0x667
0x67f	0x687
0x695	0x69d
0x6b5	0x6bd
0x6d5	0x6dd
0x6f5	0x6fd
0x717	0x71f
0x749	0x751
0x769	0x771
0x77e	0x786
0x79e	0x7a6
0x7be	0x7c6
0x7f9	0x801
0x826	0x82e
0x846	0x84e
0x866	0x86e
0x886	0x88e
0x2a24	0x2a44
0x55	0x60
0x3057	0x3079
0x1e	0x29
0x29	0x34
0x4a	0x55
0x6b	0x76
0x86	0x91
0x91	0x9c
0x9c	0xa7
0xa7	0xb2
0xb2	0xbd
0xcd	0xd8
0xd8	0xe3
0xee	0xf9
0xf9	0x104
0x104	0x10f
0x11f	0x12a
0x12a	0x135
0x135	0x140
0x140	0x14b
0x15b	0x166
0x166	0x171
0x171	0x17c
0x17c	0x187
0x187	0x192
0x192	0x19d
0x19d	0x1a8
0x1b8	0x1c3
0x1c3	0x1ce
0x1ce	0x1d9
0x1d9	0x1e4
0x1e4	0x1ef
0x1ff	0x20a
0x20a	0x215
0x215	0x220
0x220	0x22b
0x22b	0x236
0x236	0x241
0x251	0x25c
0x25c	0x267
0x267	0x272
0x272	0x514f
0x91f	0x92d
0x1665	0x166a
0x1982	0x1986
0x1a0b	0x1a0f
0x1ba7	0x1bab
0x1ef9	0x1f06
0x1f0d	0x1f1b
0x20fc	0x2100
0x248c	0x2491
0x2541	0x254f
0x2d3a	0x2d43
0x32c90x61f	0x32d80x61f
0x32c90x79e	0x32d80x79e
0x2e0c0x61f	0x2e5e0x61f
0x2e0c0x79e	0x2e5e0x79e
0x2a20x282	0x2b60x282
0x2a20x314	0x2b60x314
0x2a20x34b	0x2b60x34b
0x2a20x438	0x2b60x438
0x2a20x48d	0x2b60x48d
0x2a20x4ff	0x2b60x4ff
0x2a20x5ec	0x2b60x5ec
0x2a20x826	0x2b60x826
0x383dB0x335	0x384bB0x335
0x11aeB0x57e	0x11c2B0x57e
0x11d5B0x57e	0x11dbB0x57e
0x11efB0x57e	0x11f4B0x57e
0x11f8B0x57e	0x12380x11aeB0x57e
0x11c2B0x57e	0x11d5B0x57e
0x11dbB0x57e	0x11efB0x57e
0x383dB0x64b	0x384bB0x64b
0x2035B0x701	0x2045B0x701
0x2008B0x701	0x2035B0x701
0x2045B0x701	0x2063B0x701
0x39fbB0x70a	0x3a17B0x70a
0x3a17B0x70a	0x3a20B0x70a
0x2f4aB0x1ce2	0x2fa3B0x1ce2
0x3c43B0x38e0	0x3c49B0x38e0
0x3c1fB0x38e0	0x3c22B0x38e0
0x3c3aB0x38e0	0x3c43B0x38e0
0x3c22B0x38e0	0x3c2bB0x38e0
0x32f8B0x351e	0x330bB0x351e
0x32f8B0x3527	0x330bB0x3527
0x32f8B0x3735	0x330bB0x3735
0x32f8B0x3765	0x330bB0x3765
0x32f8B0x3802	0x330bB0x3802
0x386fB0x357	0x387eB0x357
