0x0	__function_selector__
0x27d	()
0x27d	fallback()
0x282	feeTo()
0x2bf	frozen()
0x2f0	setupMode()
0x314	upgradeTo()
0x329	lockFunctions(uint256)
0x34b	tokenForeign(uint256,address)
0x38c	addAuthority(address)
0x3ac	setContractCaller(address)
0x3cc	tokenPair(uint256,address)
0x438	tokenImplementation()
0x458	getAuthoritiesNumber()
0x46d	ChangeFounder(address)
0x48d	founders()
0x4ad	threshold()
0x4c3	bridgeToContract(address,address,uint256,uint256,address,bytes)
0x4d6	depositTokens(address,address,uint256,uint256)
0x4e9	functionMapping()
0x4ff	contractCaller()
0x51f	depositTokens(address,uint256,uint256)
0x532	rescueERC20(address,address)
0x552	setFreezer(address,bool)
0x572	freeze()
0x587	unfreeze()
0x59c	requestUpgrade(address)
0x5bc	isFreezer(address)
0x5ec	owner()
0x60a	enableSetupMode()
0x61f	claim(address,bytes32,address,uint256,uint256,bytes[])
0x63f	setThreshold(uint256)
0x65f	setRequiredAuthority(address)
0x67f	wrapNonce()
0x695	createPair(address,address,uint256,bool)
0x6b5	createWrappedToken(address,uint256,string,string,uint8,uint256)
0x6d5	initialize(address,address,address)
0x6f5	getAuthorities()
0x717	calculateNonce()
0x749	deletePair(address,uint256)
0x769	disableSetupMode()
0x77e	removeAuthority(address)
0x79e	claimToContract(address,bytes32,address,uint256,uint256,address,bytes,bytes[])
0x7be	isTxProcessed(uint256,bytes32)
0x7f9	tokenDeposits(address)
0x826	requiredAuthority()
0x846	transferOwnership(address)
0x866	setFeeTo(address)
0x886	upgradeData()
0x9b8	0x9b8
0xb31	0xb31
0xbe5	0xbe5
0xfc0	0xfc0
0x10f3	0x10f3
0x11ae	0x11ae
0x1242	0x1242
0x12ed	0x12ed
0x13d8	0x13d8
0x184e	0x184e
0x2008	0x2008
0x206d	0x206d
0x214f	0x214f
0x21bf	0x21bf
0x293e	0x293e
0x2a24	0x2a24
0x2a98	0x2a98
0x2c8f	0x2c8f
0x2daa	0x2daa
0x2e7c	0x2e7c
0x2f4a	0x2f4a
0x2fea	0x2fea
0x3057	0x3057
0x3199	0x3199
0x32f8	0x32f8
0x3314	0x3314
0x33b8	0x33b8
0x3428	0x3428
0x3443	0x3443
0x3476	0x3476
0x34b9	0x34b9
0x354a	0x354a
0x35cb	0x35cb
0x3602	0x3602
0x36b5	0x36b5
0x3820	0x3820
0x383d	0x383d
0x386f	0x386f
0x38b4	0x38b4
0x394e	0x394e
0x396a	0x396a
0x39fb	0x39fb
0x3a48	0x3a48
0x3a8c	0x3a8c
0x3ab6	0x3ab6
0x3ae1	0x3ae1
0x3b07	0x3b07
0x3b31	0x3b31
0x3b66	0x3b66
0x3b86	0x3b86
0x3bbf	0x3bbf
0x3bf0	0x3bf0
0x3c08	0x3c08
0x3c1f	0x3c1f
0x3c4f	0x3c4f
0x3cc2	0x3cc2
