0x0	0xd
0xd	0x27
0xa0	0xab
0x1487	0x1499
0x152f	0x1553
0x1aca	0x1b0a
0xaed	0xb04
0xb08	0xb1a
0xb24	0xb2b
0xba1	0xba8
0x1bf2	0x1c0c
0xca7	0xcae
0xcb2	0xcc3
0xcc7	0xcd8
0x1039	0x1040
0x1044	0x1051
0x12f2	0x12f9
0x17db	0x17e2
0x183a	0x1840
0x184e	0x1895
0x18b0	0x18be
0x18be	0x18d2
0x241d	0x244b
0x1b25	0x1b33
0x1b33	0x1b47
0x1c13	0x1c26
0x1c2d	0x1ca7
0x1cab	0x1cb6
0x1cbf	0x1cd1
0x1d1d	0x1d3a
0x1d58	0x1d5e
0x1d4d	0x1d58
0x1d83	0x1d92
0x1d96	0x1db4
0x1e1c	0x1e43
0x1e44	0x1e83
0x252f	0x254d
0x25b2	0x25c3
0x1f80	0x1fa8
0x1fe4	0x1ff4
0x1ff5	0x2011
0x2012	0x202d
0x221f	0x2226
0x222a	0x2277
0x2292	0x22a0
0x22a0	0x22b4
0x24a7	0x24b6
0x268	0x270
0x29e	0x2a6
0x2c5	0x2cd
0x34f	0x357
0x383	0x38b
0x3a9	0x3b1
0x3ca	0x3d2
0x428	0x430
0x43d	0x445
0x46f	0x477
0x484	0x48c
0x499	0x4a1
0x4c3	0x4cb
0x4e7	0x4ef
0x540	0x548
0x555	0x55d
0x56a	0x572
0x58e	0x596
0x5b8	0x5c0
0x5cd	0x5d5
0x603	0x60b
0x61b	0x623
0x633	0x63b
0x648	0x650
0x65d	0x665
0x672	0x67a
0x6a8	0x6b0
0x6c0	0x6c8
0x6d5	0x6dd
0x6f6	0x6fe
0x717	0x71f
0x72c	0x734
0x741	0x749
0x756	0x75e
0x76b	0x773
0x780	0x788
0x795	0x79d
0x7b9	0x7c1
0x7ce	0x7d6
0x7f4	0x7fc
0x809	0x811
0x82a	0x832
0x83f	0x847
0x8ae	0x8b6
0x8c3	0x8cb
0x8d8	0x8e0
0x8f0	0x8f8
0x959	0x961
0x96e	0x976
0x983	0x98b
0x998	0x9a0
0x9bf	0x9c7
0x9d4	0x9dc
0x27	0x32
0x32	0x3d
0x3d	0x48
0x48	0x53
0x53	0x5e
0x5e	0x69
0x69	0x74
0x74	0x7f
0x7f	0x8a
0x8a	0x95
0x95	0xa0
0xab	0xb6
0xb6	0xc1
0xc1	0xcc
0xcc	0xd7
0xd7	0xe2
0xe2	0xed
0xed	0xf8
0xf8	0x103
0x103	0x10e
0x10e	0x119
0x119	0x124
0x124	0x12f
0x12f	0x13a
0x13a	0x145
0x145	0x150
0x150	0x15b
0x15b	0x166
0x166	0x171
0x171	0x17c
0x17c	0x187
0x187	0x192
0x192	0x19d
0x19d	0x1a8
0x1a8	0x1b3
0x1b3	0x1be
0x1be	0x1c9
0x1c9	0x1d4
0x1d4	0x1df
0x1df	0x1ea
0x1ea	0x1f5
0x1f5	0x200
0x200	0x20b
0x20b	0x216
0x216	0x221
0x221	0x22c
0x22c	0x237
0x237	0x242
0x242	0x24d
0x24d	0x258
0x258	0x3551
0x1895	0x189d
0x18d2	0x18db
0x1b0a	0x1b12
0x1b47	0x1b50
0x2277	0x227f
0x22b4	0x22bd
0x244b	0x245a
0x3140x2c5	0x3280x2c5
0x3140x780	0x3280x780
0x3140x8d8	0x3280x8d8
0x3140x96e	0x3280x96e
0x2fc0x2c5	0x3050x2c5
0x2fc0x780	0x3050x780
0x2fc0x8d8	0x3050x8d8
0x2fc0x96e	0x3050x96e
0x3280x2c5	0x3410x2c5
0x3280x780	0x3410x780
0x3280x8d8	0x3410x8d8
0x3280x96e	0x3410x96e
0x2da0x2c5	0x2fc0x2c5
0x2da0x780	0x2fc0x780
0x2da0x8d8	0x2fc0x8d8
0x2da0x96e	0x2fc0x96e
0x22f4B0x1840	0x2304B0x1840
0x2359B0x1840	0x2378B0x1840
0x2342B0x1840	0x2349B0x1840
0x2387B0x1840	0x2391B0x1840
0x2391B0x1840	0x2398B0x1840
0x2378B0x1840	0x2387B0x1840
0x2398B0x1840	0x23d3B0x1840
0x9e9B0x274	0xa070x9e9B0x274
0xa30B0x2d1	0xa76B0x2d1
0xa76B0x2d1	0xa7eB0x2d1
0xa910xa30B0x2d1	0xa9f0xa30B0x2d1
0xa9f0xa30B0x2d1	0xab30xa30B0x2d1
0xab30xa30B0x2d1	0xabc0xa30B0x2d1
0x1261B0xae2	0x1281B0xae2
0xe20B0x576	0xe27B0x576
0xe93B0x5d9	0xe9aB0x5d9
0xe9eB0x5d9	0xf20B0x5d9
0xf24B0x5d9	0xf2fB0x5d9
0xf38B0x5d9	0xf4aB0x5d9
0xf4eB0x5d9	0xfcfB0x5d9
0xfd3B0x5d9	0xfdeB0x5d9
0xfe7B0x5d9	0xff9B0x5d9
0x10e9B0x67e	0x10f0B0x67e
0x10f4B0x67e	0x1176B0x67e
0x117aB0x67e	0x1185B0x67e
0x118eB0x67e	0x11a0B0x67e
0x11a4B0x67e	0x1225B0x67e
0x1229B0x67e	0x1234B0x67e
0x123dB0x67e	0x124fB0x67e
0x1261B0x6b4	0x1281B0x6b4
0x12a9B0x6e1	0x12bcB0x6e1
0x13d7B0x78c	0x141dB0x78c
0x141dB0x78c	0x1425B0x78c
0xa910x13d7B0x78c	0xa9f0x13d7B0x78c
0xa9f0x13d7B0x78c	0xab30x13d7B0x78c
0xab30x13d7B0x78c	0xabc0x13d7B0x78c
0x144eB0x7a1	0x1455B0x7a1
0x190bB0x8fc	0x19c1B0x8fc
0x19d9B0x8fc	0x19edB0x8fc
0x19c1B0x8fc	0x19caB0x8fc
0x1a06B0x8fc	0x1a40B0x8fc
0x1a58B0x8fc	0x1a6cB0x8fc
0x1a40B0x8fc	0x1a49B0x8fc
0x1a85B0x8fc	0x1aa2B0x8fc
0x19edB0x8fc	0x1a06B0x8fc
0x1a6cB0x8fc	0x1a85B0x8fc
0x1261B0x1d11	0x1281B0x1d11
0x1261B0x1d70	0x1281B0x1d70
0x206bB0x15b9	0x207eB0x15b9
0x206bB0x1620	0x207eB0x1620
0x206bB0x1649	0x207eB0x1649
0x206bB0x16fb	0x207eB0x16fb
0x206bB0x1725	0x207eB0x1725
0x20bcB0x17cf	0x20c3B0x17cf
0x20cbB0x17cf	0x2146B0x17cf
0x215eB0x17cf	0x2172B0x17cf
0x2146B0x17cf	0x214fB0x17cf
0x218bB0x17cf	0x21a9B0x17cf
0x21adB0x17cf	0x21b8B0x17cf
0x21c1B0x17cf	0x21d3B0x17cf
0x21d7B0x17cf	0x220bB0x17cf
0x2172B0x17cf	0x218bB0x17cf
0x251dB0x1de1	0x2528B0x1de1
0x1261B0x2494	0x1281B0x2494
0x251dB0x1fbe	0x2528B0x1fbe
0x2665B0x245a	0x2668B0x245a
0x2668B0x245a	0x2671B0x245a
0x2665B0x2476	0x2668B0x2476
0x2668B0x2476	0x2671B0x2476
0x251dB0x24ba	0x2528B0x24ba
0x26a9B0x2551	0x26b5B0x2551
0x2758B0x1fa8	0x2779B0x1fa8
0x27b6B0x277eB0x1fa8	0x27bcB0x277eB0x1fa8
0x27bcB0x277eB0x1fa8	0x27c5B0x277eB0x1fa8
0xd4bB0x4cf	0xd52B0x4cf
0xd56B0x4cf	0xd79B0x4cf
0xd7aB0x4cf	0xd88B0x4cf
0x12a9B0xd40B0x4cf	0x12bcB0xd40B0x4cf
0x26b6B0x1672	0x26e7B0x1672
0x26f7B0x1672	0x2706B0x1672
0x2709B0x1672	0x2712B0x1672
0x2706B0x1672	0x2709B0x1672
0x27b6B0x2724B0x1672	0x27bcB0x2724B0x1672
0x27bcB0x2724B0x1672	0x27c5B0x2724B0x1672
0x26b6B0x16b6	0x26e7B0x16b6
0x26f7B0x16b6	0x2706B0x16b6
0x2709B0x16b6	0x2712B0x16b6
0x2706B0x16b6	0x2709B0x16b6
0x27b6B0x2724B0x16b6	0x27bcB0x2724B0x16b6
0x27bcB0x2724B0x16b6	0x27c5B0x2724B0x16b6
0x2734B0x1e84	0x2742B0x1e84
0x27b6B0x2742B0x1e84	0x27bcB0x2742B0x1e84
0x27bcB0x2742B0x1e84	0x27c5B0x2742B0x1e84
0x2734B0x202e	0x2742B0x202e
0x27b6B0x2742B0x202e	0x27bcB0x2742B0x202e
0x27bcB0x2742B0x202e	0x27c5B0x2742B0x202e
0xda4B0x4f3	0xdabB0x4f3
0x26b6B0xdafB0x4f3	0x26e7B0xdafB0x4f3
0x26f7B0xdafB0x4f3	0x2706B0xdafB0x4f3
0x2709B0xdafB0x4f3	0x2712B0xdafB0x4f3
0x2706B0xdafB0x4f3	0x2709B0xdafB0x4f3
0x27b6B0x2724B0xdafB0x4f3	0x27bcB0x2724B0xdafB0x4f3
0x27bcB0x2724B0xdafB0x4f3	0x27c5B0x2724B0xdafB0x4f3
0xc12B0x3d6	0xc19B0x3d6
0x1ce7B0xc1dB0x3d6	0x1ceeB0xc1dB0x3d6
0x26b6B0x1cf2B0xc1dB0x3d6	0x26e7B0x1cf2B0xc1dB0x3d6
0x26f7B0x1cf2B0xc1dB0x3d6	0x2706B0x1cf2B0xc1dB0x3d6
0x2709B0x1cf2B0xc1dB0x3d6	0x2712B0x1cf2B0xc1dB0x3d6
0x2706B0x1cf2B0xc1dB0x3d6	0x2709B0x1cf2B0xc1dB0x3d6
0x27b6B0x2724B0x1cf2B0xc1dB0x3d6	0x27bcB0x2724B0x1cf2B0xc1dB0x3d6
0x27bcB0x2724B0x1cf2B0xc1dB0x3d6	0x27c5B0x2724B0x1cf2B0xc1dB0x3d6
0xabc0xa30B0x2d1	0xac40xa30B0x2d1
0xabc0x13d7B0x78c	0xac40x13d7B0x78c
0x233eB0x1840	0x2342B0x1840
0x240fB0x1840	0x2413B0x1840
