0x152	0x1ffc9a7
0x18d	0x6fdde03
0x20a	0x81812fc
0x243	0x95ea7b3
0x271	0xb26cf66
0x297	0x162094c4
0x30e	0x18160ddd
0x328	0x23b872dd
0x35e	0x2f745c59
0x38a	0x40c10f19
0x3b6	0x42842e0e
0x3ec	0x42966c68
0x409	0x4f6ccce7
0x426	0x55f804b3
0x496	0x6352211e
0x4b3	0x6c0360eb
0x4bb	0x70a08231
0x4e1	0x95d89b41
0x4e9	0xa22cb465
0x517	0xb88d4fde
0x5dd	0xc87b56dd
0x5fa	0xcd596583
0x602	0xe985e9c5
0x2341	0x00000000
