0x20	0x29
0x4c	0x55
0x62	0x6b
0x7d	0x86
0xa0	0xb5
0xb0	0x9b
0xc5	0xe3
0x13b	0x141
0x142	0x155
0x153	0x1e8
0x159	0x176
0x15e	0x174
0x1c2	0x1c8
0x1c9	0x1dc
0x1da	0x286
0x1e3	0x469
0x1e9	0x1fe
0x1ff	0x23b
0x251V0x15e	0xe87B0x15e
0x38fV0x24eV0x15e	0x399B0x24eB0x15e
0x2a2V0x24eV0x15e	0x2b5B0x24eB0x15e
0x2b6V0x24eV0x15e	0x2f2B0x24eB0x15e
0x36dV0x24eV0x15e	0x394B0x24eB0x15e
0x316V0x24eV0x15e	0x332B0x24eB0x15e
0x3a0V0x24eV0x15e	0x3b5B0x24eB0x15e
0x32dV0x24eV0x15e	0x311B0x24eB0x15e
0x3c4V0x399V0x24eV0x15e	0x3d0B0x399B0x24eB0x15e
0x3d4V0x399V0x24eV0x15e	0x3e1B0x399B0x24eB0x15e
0x43dV0x399V0x24eV0x15e	0x45bB0x399B0x24eB0x15e
0x418V0x399V0x24eV0x15e	0x42dB0x399B0x24eB0x15e
0x3cbV0x399V0x24eV0x15e	0xeadB0x399B0x24eB0x15e
0x428V0x399V0x24eV0x15e	0x413B0x399B0x24eB0x15e
