0x139	0x41c
0x312	0x623
0xbed	0x70
0xbf9	0x15e
0xbfc	0x191
0xbff	0x250
0xc02	0x306
0xbf0	0x7a
0xbf3	0xad
0xbf6	0x12d
0x5600x250	0x728
0x31b0x70	0x64e
0x31b0x7a	0x64e
0x31b0xad	0x64e
0x31b0x15e	0x64e
0x31b0x41c	0x64e
0x31b0x623	0x64e
0x6c4B0x357	0x728
0x6c4B0x391	0x728
0x5600x543B0x530	0x728
