0x0	__function_selector__
0x83	()
0x83	fallback()
0xba	___proxyOwner()
0x10f	___initialize(address,address,address)
0x186	___upgradeToAndCall(address,bytes)
0x1f7	___proxyTarget()
0x24c	___coinAddress()
0x2a1	___upgradeTo(address)
0x2da	___setProxyOwner(address)
0x313	0x313
0x356	0x356
0x399	0x399
0x4e4	0x4e4
0x646	0x646
