0x15c	0x00000000
0x206	0x11cee36
0x224	0x1c51c691
0x242	0x1edb0d77
0x260	0x1fb6ef1a
0x27e	0x2604e18e
0x2ae	0x33060d90
0x2de	0x3a74a767
0x2fa	0x52d10e8e
0x318	0x584b62a1
0x34c	0x5c60da1b
0x36a	0x6456e66d
0x388	0x817b1cd2
0x3a6	0x86b697db
0x3c4	0x9f118536
0x3e2	0xad2a04e0
0x400	0xadcec9c5
0x41e	0xbb913f41
0x43a	0xc285c820
0x458	0xd54ad2a1
0x476	0xdd4785f5
0x4a6	0xe26ff10a
0x4d6	0xe32a3b52
0x4f4	0xe8cc1159
0x524	0xf851a440
