[0x00000000, nil]
[0xd91959c9, nil]
[0x69fe0e2d, nil]
[0x92828671, nil]
[0x1d3e760e, nil]
[0xddca3f43, nil]
[0x715018a6, nil]
[0xa42dce80, nil]
[0x5c60da1b, nil]
[0xf141cb96, nil]
[0x76c7a3c7, nil]
[0xbc063e1a, nil]
[0x5cf34bcf, nil]
[0xf2fde38b, nil]
[0x8da5cb5b, nil]
[0xc415b95c, nil]
[0x64434174, nil]
[0x92828671, [0x153, nil]]
[0xddca3f43, [0x153, nil]]
[0x1d3e760e, [0x127, nil]]
[0x5c60da1b, [0x127, nil]]
[0xbc063e1a, [0x153, nil]]
[0x76c7a3c7, [0x153, nil]]
[0x5cf34bcf, [0x153, nil]]
[0xc415b95c, [0x127, nil]]
[0x8da5cb5b, [0x127, nil]]
[0xd91959c9, [0x127, nil]]
[0xd91959c9, [0x1e5, nil]]
[0x69fe0e2d, [0x17b, nil]]
[0x92828671, [0x1b0, nil]]
[0x1d3e760e, [0x11d, nil]]
[0xddca3f43, [0x1fc, nil]]
[0x715018a6, [0x192, nil]]
[0xa42dce80, [0x1ba, nil]]
[0x5c60da1b, [0x13f, nil]]
[0xf141cb96, [0x206, nil]]
[0x76c7a3c7, [0x19c, nil]]
[0xbc063e1a, [0x1d1, nil]]
[0x5cf34bcf, [0x149, nil]]
[0xd91959c9, [0xa33, [0x1e5, nil]]]
[0xf2fde38b, [0x21d, nil]]
[0x8da5cb5b, [0x1a6, nil]]
[0xc415b95c, [0x1db, nil]]
[0x64434174, [0x162, nil]]
[0x715018a6, [0x59a, [0x192, nil]]]
[0xa42dce80, [0xa0e, [0x1ba, nil]]]
[0x69fe0e2d, [0xb37, [0x17b, nil]]]
[0xf141cb96, [0xa0e, [0x206, nil]]]
[0xf2fde38b, [0xa0e, [0x21d, nil]]]
[0x715018a6, [0x5a4, [0x192, nil]]]
[0x64434174, [0xa7d, [0x162, nil]]]
[0x69fe0e2d, [0x531, [0xb37, [0x17b, nil]]]]
[0xd91959c9, [0xa3e, [0x1e5, nil]]]
[0xa42dce80, [0x1c3d, [0x1ba, nil]]]
[0x64434174, [0x8ca, [0xa7d, [0x162, nil]]]]
[0xf141cb96, [0x1c3d, [0x206, nil]]]
[0x715018a6, [0x5c7, [0x192, nil]]]
[0x69fe0e2d, [0x557, [0xb37, [0x17b, nil]]]]
[0xf2fde38b, [0x1c3d, [0x21d, nil]]]
[0x69fe0e2d, [0x57c, [0xb37, [0x17b, nil]]]]
[0xa42dce80, [0x644, [0x1c3d, [0x1ba, nil]]]]
[0xf141cb96, [0x729, [0x1c3d, [0x206, nil]]]]
[0xf2fde38b, [0x7ba, [0x1c3d, [0x21d, nil]]]]
[0x64434174, [0xf27, [0x8ca, [0xa7d, [0x162, nil]]]]]
[0xa42dce80, [0x64e, [0x1c3d, [0x1ba, nil]]]]
[0xf141cb96, [0x733, [0x1c3d, [0x206, nil]]]]
[0xf2fde38b, [0x7c4, [0x1c3d, [0x21d, nil]]]]
[0xa42dce80, [0x671, [0x1c3d, [0x1ba, nil]]]]
[0xf141cb96, [0x756, [0x1c3d, [0x206, nil]]]]
[0xa42dce80, [0x69a, [0x1c3d, [0x1ba, nil]]]]
[0xf2fde38b, [0x7e7, [0x1c3d, [0x21d, nil]]]]
[0xf141cb96, [0x77f, [0x1c3d, [0x206, nil]]]]
[0xf2fde38b, [0x810, [0x1c3d, [0x21d, nil]]]]
[0x64434174, [0x924, [0xa7d, [0x162, nil]]]]
[0x64434174, [0xaa1, [0x162, nil]]]
[0x64434174, [0x8ca, [0xaa1, [0x162, nil]]]]
[0x64434174, [0xf27, [0x8ca, [0xaa1, [0x162, nil]]]]]
[0x64434174, [0xaaf, [0x162, nil]]]
[0x64434174, [0x924, [0xaa1, [0x162, nil]]]]
[0x64434174, [0xad5, [0x162, nil]]]
[0x64434174, [0x98f, [0xad5, [0x162, nil]]]]
[0x64434174, [0xf27, [0x98f, [0xad5, [0x162, nil]]]]]
[0x64434174, [0xaf9, [0x162, nil]]]
[0x64434174, [0x98f, [0xaf9, [0x162, nil]]]]
[0x64434174, [0xf27, [0x98f, [0xaf9, [0x162, nil]]]]]
[0x64434174, [0xb08, [0x162, nil]]]
[0x64434174, [0xb19, [0x162, nil]]]
[0x64434174, [0x267, [0xb19, [0x162, nil]]]]
[0x64434174, [0x2b0, [0xb19, [0x162, nil]]]]
[0x64434174, [0x31a, [0xb19, [0x162, nil]]]]
[0x64434174, [0x381, [0xb19, [0x162, nil]]]]
[0x64434174, [0x39a, [0xb19, [0x162, nil]]]]
[0x64434174, [0x3ab, [0xb19, [0x162, nil]]]]
[0x64434174, [0x408, [0xb19, [0x162, nil]]]]
[0x64434174, [0x43f, [0xb19, [0x162, nil]]]]
[0x64434174, [0xbe6, [0x43f, [0xb19, [0x162, nil]]]]]
[0x64434174, [0xbfc, [0x43f, [0xb19, [0x162, nil]]]]]
[0x64434174, [0x49e, [0xb19, [0x162, nil]]]]
