0x82	0x3644e515
0x9c	0x485cc955
0xcc	0x49414fce
0xd4	0x7ecebe00
0x113	0x80a1ae24
0x172	0x8129fc1c
0x17a	0xfc0c546a
0xe02	0x00000000
