0x2c60	0x430b	0	Regular
0x3930	0x430b	0	Regular
0x2b6a	0x42dc	0	Regular
0x2bba	0x430b	0	Regular
0x383a	0x42dc	0	Regular
0x388a	0x430b	0	Regular
0x4237B0x2aff	0x487f	0	Regular
0x4237B0x37cf	0x487f	0	Regular
0x4237B0x4281	0x487f	0	Regular
0x4237B0x4358	0x487f	0	Regular
0x4237B0x42190x2a1f	0x487f	0	Regular
0x4237B0x42190x2cb3	0x487f	0	Regular
0x4237B0x42190x15b0B0x6ba	0x487f	0	Regular
0x4237B0x4552B0xf1bB0x530	0x487f	0	Regular
0x4237B0x4506B0xf1bB0x530	0x487f	0	Regular
0x4237B0x4527B0xf1bB0x530	0x487f	0	Regular
0x4237B0x42190x15b0B0xcd90xca9B0x4f2	0x487f	0	Regular
0x4237B0x4552B0x135c0x12feB0x653	0x487f	0	Regular
0x4237B0x4506B0x135c0x12feB0x653	0x487f	0	Regular
0x4237B0x4527B0x135c0x12feB0x653	0x487f	0	Regular
0x4237B0x4552B0x135c0x18d7B0x792	0x487f	0	Regular
0x4237B0x4506B0x135c0x18d7B0x792	0x487f	0	Regular
0x4237B0x4527B0x135c0x18d7B0x792	0x487f	0	Regular
0x6ee8B0x7ad	0x430b	0	Regular
0x6f53B0x7ad	0x430b	0	Regular
0x4237B0x4552B0x19e4B0x7ad	0x487f	0	Regular
0x4237B0x4506B0x19e4B0x7ad	0x487f	0	Regular
0x4237B0x4527B0x19e4B0x7ad	0x487f	0	Regular
0x4237B0x42190x15b0B0xcd90x2696B0x8e3	0x487f	0	Regular
