0x0	__function_selector__
0x214	acceptChain(uint8)
0x255	relayInfo(bytes32,uint256)
0x2a1	initialize(address,uint256,uint8[],uint256)
0x36a	receiveTotalAmount(address)
0x3af	receiveToken(address,uint256,address,string)
0x481	setMaxReceiveAmountPerDay(address,uint256)
0x4ba	maxReceiveAmountPerDay(address)
0x4ed	unpause()
0x502	maxSendAmountPerDay(address)
0x535	minAmount(address)
0x568	setAcceptChain(uint8,bool)
0x59d	implementation()
0x5b2	paused()
0x5c7	removeRelayer(address)
0x5fa	setAcceptToken(address,bool)
0x635	renounceOwnership()
0x64a	pause()
0x65f	setMaxSendAmountPerDay(address,uint256)
0x698	setFee(uint8,uint256)
0x6cb	acceptToken(address)
0x6fe	owner()
0x713	maxAmount(address)
0x746	setConfirmRequireNum(uint256)
0x770	transfer(uint256,address)
0x7a9	timestamp()
0x7be	relayer(address)
0x7f1	setMinAmount(address,uint256)
0x82a	addRelayer(address)
0x85d	crossChainTransfer(address,uint256,address,uint8)
0x89b	sendTotalAmount(address)
0x8ce	fee(uint8)
0x8fb	transferOwnership(address)
0x92e	transferToken(address,uint256,address)
0x971	admin()
0x986	setMaxAmount(address,uint256)
0x9bf	confirmRequireNum()
0x186e	0x186e
0x2219	0x2219
0x22d6	0x22d6
0x2328	0x2328
0x23f4	0x23f4
0x23f8	0x23f8
0x24bc	0x24bc
0x256d	0x256d
0x25ce	0x25ce
0x262b	0x262b
0x2692	0x2692
0x27f7	()
0x27f7	fallback()
