0x3fb
0x4aa
0x671
0x896
0x945
0xb0c
0xe1d
0xecc
0x1001
0x1092
0x12c0
0x136f
0x15a0
0x160c
0x169a
0x16f5
0x17e3
0x1892
0x1a30
0x1aa6
0x1b1c
