0x0	__function_selector__
0x210	burnMin()
0x22a	name()
0x2a7	approve(address,uint256)
0x2f4	totalSupply()
0x2fc	transferFrom(address,address,uint256)
0x33f	0x29a2ce9c
0x35e	rounding()
0x37c	decimals()
0x384	canBurn(address)
0x3b7	increaseAllowance(address,uint256)
0x3f0	0x39826dac
0x3f8	mint(address,uint256)
0x431	0x41e92edc
0x439	burn(uint256)
0x456	claimOwnership()
0x45e	setBurnBounds(uint256,uint256)
0x481	burnMax()
0x489	balanceOf(address)
0x4bc	setCanBurn(address,bool)
0x4f7	reclaimToken(address,address)
0x532	owner()
0x563	symbol()
0x56b	reclaimEther(address)
0x59e	decreaseAllowance(address,uint256)
0x5d7	transfer(address,uint256)
0x610	0xb1684b17
0x618	0xcb4136c7
0x620	setBlacklisted(address,bool)
0x65b	0xdcb2126e
0x663	allowance(address,address)
0x69e	pendingOwner()
0x6a6	0xecae1e0c
0x6d9	transferOwnership(address)
0x766	0x766
0x8c6	0x8c6
0x1709	0x1709
0x170d	0x170d
0x17f0	0x17f0
0x1939	0x1939
0x19d0	0x19d0
0x1a31	0x1a31
0x1a76	0x1a76
0x1d85	0x1d85
0x1f06	0x1f06
0x1f6d	0x1f6d
0x1fca	0x1fca
0x2174	0x2174
0x291d	()
0x291d	fallback()
0x324c	0x324c
0x3270	0x3270
0x3294	0x3294
