0x0	0
0xc	0
0x1a	0
0x1a	1
0x78	3
0xb4	5
0xfb	8
0x12c	9
0x17e	12
0x1af	13
0x1af	14
0x1f6	16
0x23e	18
0x27c	20
0x2c8	22
0x2c8	23
0x2ee	24
0x324	25
0x324	26
0x350	27
0x376	28
0x3a2	30
0x3c8	31
0x3ee	32
0x414	33
0x43a	34
0x43a	35
0x460	36
0x515	41
0x515	42
0x541	43
0x56d	44
0x593	46
0x5c8	47
0x5ee	48
0x5ee	49
0x614	50
0x65e	52
0x68a	54
0x6c0	55
0x6e6	56
0x6e6	57
0x70c	58
0x732	59
0x768	61
0x78e	62
0x7c4	64
0x7ea	65
0x810	66
0x836	67
0x8da	73
0x8e9	73
0x904	74
0x950	76
0x950	77
0x95f	77
0x97a	78
0xad4	89
0xae3	89
0xae3	90
0xafe	90
0xb5f	93
0xb5f	94
0xb6e	94
0xb89	95
0xba0	96
0xba0	97
0xba0	590
0xba0	591
0xba0	592
0xc29	100
0xc38	100
0xc38	101
0xc53	101
0xca7	104
0xcb6	104
0xcb6	105
0xcd1	105
0xcdd	106
0xcdd	107
0xcdd	584
0xcdd	585
0xcdd	586
0xcdd	587
0xd54	110
0xd63	110
0xd7e	111
0xddb	114
0xdea	114
0xdea	115
0xe05	115
0xe33	117
0xe33	118
0xe33	119
0xe7c	119
0xe8b	120
0xea6	120
0xea6	121
0xefa	123
0xf09	124
0xf8a	128
0xf8a	129
0xf8a	130
0xf8a	592
0xf8a	593
0xf8a	594
0x10d1	138
0x10e0	139
0x10fb	140
0x115c	143
0x116b	143
0x116b	144
0x1186	144
0x119d	145
0x119d	146
0x119d	147
0x119d	590
0x119d	591
0x119d	592
0x122f	150
0x123e	150
0x1259	151
0x12b5	154
0x12c4	154
0x12c4	155
0x12e8	156
0x12e8	157
0x12e8	158
0x1331	158
0x1340	158
0x1340	159
0x135b	159
0x13af	162
0x1439	167
0x1439	168
0x1439	582
0x1439	583
0x1439	584
0x14d2	171
0x14d2	172
0x14e1	172
0x14fc	173
0x155d	176
0x156c	176
0x156c	177
0x1587	177
0x159e	178
0x159e	179
0x159e	180
0x159e	590
0x159e	591
0x159e	592
0x1a95	219
0x1aa4	220
0x1abf	220
0x1b20	224
0x1b2f	224
0x1b4a	225
0x1b61	226
0x1b61	227
0x1b61	590
0x1b61	591
0x1b61	592
0x1b9d	228
0x1b9d	229
0x1c36	232
0x1c36	233
0x1c45	233
0x1c60	234
0x1cbc	237
0x1ccb	237
0x1ccb	238
0x1cef	238
0x1cef	239
0x1cef	240
0x1cef	241
0x1d38	241
0x1d47	241
0x1d47	242
0x1d62	242
0x1db6	245
0x1f19	256
0x1f19	257
0x1f19	258
0x1f19	588
0x1f19	589
0x1f19	590
0x1f62	259
0x1f9c	261
0x27fb	330
0x280a	330
0x2825	331
0x2886	334
0x2895	335
0x28b0	336
0x28c7	336
0x28c7	337
0x28c7	338
0x28c7	590
0x28c7	591
