0x0	0xc
0x1a	0x2b
0x1a3f	0x1a410x826
0x1cf7	0x1cf90x9a8
0x210a	0x211a
0x2475	0x2483
0x24d3	0x24e0
0x2728	0x2738
0x276c	0x2778
0x2a1f	0x2a2f
0x2aa6	0x2ab6
0x2bf3	0x2bff
0x30ce	0x30de
0x3230	0x3266
0x358a	0x359a
0x35ce	0x35da
0x399a	0x39aa
0x3cf4	0x3d04
0x3d38	0x3d44
0x400a	0x401f
0x405c	0x4066
0x4a5d	0x4a8d0x4a4e
0x4aec	0x4b23
0x4c39	0x4c70
0x4c88	0x4cbf
0x42650xae8	0x42770xae8
0x42650x4085	0x42770x4085
0x202e0xae8	0x203d0xae8
0x1fea0xae8	0x1ffa0xae8
0x10	0x1a
0x262	0x26e
0x151	0x15d
0xce	0xda
0x92	0x9e
0x115	0x121
0x1df	0x1eb
0x1a3	0x1af
0x226	0x232
0x389	0x395
0x306	0x312
0x2ca	0x2d6
0x34d	0x359
0x417	0x423
0x3db	0x3e7
0x45e	0x469
0x1121	0x1142
0x12c1	0x12f6
0x1436	0x1457
0x146a	0x147d
0x1507	0x151e
0x1641	0x1657
0x1704	0x1717
0x17b0	0x17d1
0x19bf	0x19e1
0x1a64	0x1a7a
0x1ad6	0x1adf
0x1b2a	0x1b36
0x1b51	0x1b67
0x1c2a	0x1c40
0x1cb0	0x1cd3
0xa04	0xa1a
0xa1e	0xa2c
0xa30	0xa4d
0xa51	0xa6a
0xa6e	0xa7c
0xa80	0xa9d
0x1e15	0x1e29
0x20bc	0x210a
0x2212	0x2229
0x2393	0x23a9
0xd0a	0xd20
0xd24	0xd32
0xd36	0xd53
0x2422	0x2438
0x25b4	0x25ca
0x29d1	0x2a1f
0x2a7c	0x2aa6
0x2add	0x2ae9
0x2b19	0x2b2f
0xe8f	0xea5
0xea9	0xeb7
0xebb	0xed8
0x2bb4	0x2bd5
0x2c56	0x2ca5
0x2e77	0x2e8d
0x3014	0x3036
0x3358	0x3370
0x33a2	0x33b8
0x37ee	0x384b
0x3b01	0x3b17
0x1178	0x118c
0xe5	0xf0
0x119b	0x11a0
0x11d6	0x11ea
0x11f1	0x11f6
0x123b	0x12bb
0x12fa	0x1305
0x130e	0x1320
0x1324	0x1336
0x136c	0x13a3
0x13a7	0x13b2
0x13bb	0x13cd
0x13d1	0x13d9
0x145e	0x1462
0x14cb	0x14d5
0x3bb7	0x3bd9
0x152d	0x1532
0x1568	0x157c
0x1583	0x1588
0x15cd	0x163c
0x1807	0x181b
0x182a	0x182f
0x1865	0x1879
0x1880	0x1885
0x199a	0x19ab
0x19ac	0x19b5
0x1a1e	0x1a3f
0x4141	0x416f
0x1ae4	0x1aea
0x78	0x83
0x1c0c	0x1c1d
0x1cf1	0x1cf7
0x1d0c	0x1d21
0x1d22	0x1d28
0x1d3c	0x1d42
0x1d48	0x1d9c
0x1da0	0x1dab
0x1db4	0x1dc6
0x1dec	0x1df7
0x1e03	0x1e0c
0x1e38	0x1e3d
0x1e73	0x1e7f
0x1e83	0x1e88
0x1ec4	0x1ec7
0x1edb	0x1ef1
0x1ef2	0x1f52
0x1f53	0x1f6e
0x1ec7	0x1ed0
0x2138	0x215d
0x211a	0x2138
0x216c	0x2172
0x2187	0x219a
0x2172	0x217c
0x2238	0x223d
0x2273	0x2287
0x228e	0x2293
0x244a	0x2455
0x2468	0x246c
0x249a	0x24ab
0x246c	0x2475
0x24c7	0x24ca
0x24e1	0x2506
0x2507	0x251f
0x2520	0x2532
0x2533	0x256d
0x24ca	0x24d3
0x25d5	0x25f7
0x2602	0x2637
0x263b	0x2646
0x264f	0x2661
0x4362	0x4365
0x26fe	0x2728
0x2756	0x2762
0x2738	0x2756
0x2796	0x27b8
0x2762	0x276c
0x27f8	0x2840
0x2844	0x284f
0x2858	0x286a
0x286e	0x2878
0x28b7	0x2913
0x83	0x8e
0x2917	0x2922
0x292b	0x293d
0x2a2f	0x2a4d
0x2ab6	0x2ad4
0x2b7d	0x2b86
0x44c5	0x44e6
0x2be4	0x2bea
0x2c1c	0x2c26
0x2c27	0x2c32
0x2bea	0x2bf3
0x2ca9	0x2cb4
0x2cbd	0x2ccf
0x2cd3	0x2d24
0x2d28	0x2d33
0x2d3c	0x2d4e
0x2d52	0x2d5e
0x2d61	0x2d67
0x2d76	0x2dad
0x2db1	0x2dbc
0x2dc5	0x2dd7
0x2e61	0x2e6f
0x2ecb	0x2eee
0x2f0c	0x2f12
0x2f18	0x2f4d
0x2f51	0x2f5c
0x2f65	0x2f77
0x2f7b	0x2fbd
0x2fc1	0x2fcc
0x2fd5	0x2fe7
0x2feb	0x2ffc
0x3075	0x3096
0x309c	0x30ce
0x318c	0x31d5
0x312e	0x313d
0x313e	0x3144
0x3157	0x3189
0x318a	0x318c
0x31d9	0x31e4
0x31ed	0x31ff
0x3203	0x320a
0x3210	0x3230
0x326a	0x3275
0x327e	0x3290
0x32a4	0x32ae
0x32fa	0x32fd
0x330d	0x3322
0x3323	0x3329
0x333e	0x3345
0x33c3	0x33e5
0x3430	0x3436
0x344b	0x3455
0x34d0	0x34d6
0x34a2	0x34ad
0x34b6	0x34c8
0x34cc	0x34d0
0x3560	0x358a
0x35b8	0x35c4
0x359a	0x35b8
0x35f8	0x364f
0x35c4	0x35ce
0x3653	0x365e
0x3667	0x3679
0x367d	0x3687
0x36c6	0x3722
0x3726	0x3731
0x373a	0x374c
0x37c2	0x37cb
0x384f	0x385a
0x3863	0x3875
0x3879	0x3896
0x38cc	0x38d3
0x38f6	0x38ff
0x3917	0x3948
0x3956	0x399a
0x39c8	0x39d8
0x39aa	0x39c8
0x3a1d	0x3a26
0x39f6	0x3a0e
0x39d8	0x39e1
0x3a27	0x3a47
0x3a48	0x3a71
0x3b22	0x3b33
0x3be2	0x3c0b
0x3cba	0x3cf4
0x3d22	0x3d2e
0x3d04	0x3d22
0x3fa7	0x3fb6
0x3d45	0x3da1
0x3da5	0x3db0
0x3db9	0x3dcb
0x3dcf	0x3dff
0x3e14	0x3e91
0x3e95	0x3ea0
0x3ea9	0x3ebb
0x3ebf	0x3ecd
0x3f53	0x3f6d
0x3f98	0x3f9e
0x3d2e	0x3d38
0x3ff0	0x3ffd
0x4002	0x400a
0x401f	0x4026
0x407d	0x4083
0x4042	0x4047
0x4051	0x405c
0x4067	0x4078
0x4026	0x402f
0x4170	0x417b
0x417c	0x41a6
0x4386	0x43a2
0x62	0x6d
0x4365	0x4370
0x4ae0	0x4aec
0x44ec	0x451e
0x4534	0x4549
0x454a	0x4550
0x4564	0x456b
0x459f	0x45a5
0x4c7f	0x4c88
0x4c16	0x4c1c
0x4c23	0x4c2f
0x4c30	0x4c39
0x4cce	0x4cd7
0x50e	0x520
0x53c	0x54e
0x564	0x576
0x5ca	0x5dc
0x618	0x62a
0x666	0x678
0x685	0x697
0x6b2	0x6c4
0x6d8	0x6ea
0x70e	0x720
0x752	0x764
0x79e	0x7b0
0x7cc	0x7de
0x826	0x838
0x85c	0x86e
0x879	0x88b
0x8b5	0x8c7
0x8d2	0x8e4
0x8f8	0x90a
0x926	0x938
0x95c	0x96e
0x982	0x994
0x9a8	0x9ba
0x9ee	0xa00
0xaac	0xabe
0xae8	0xafa
0xb0e	0xb20
0xb34	0xb46
0xb82	0xb94
0xbb8	0xbca
0xbde	0xbf0
0xc30	0xc42
0xc71	0xc83
0xc98	0xcaa
0xcce	0xce0
0xcf4	0xd06
0xd62	0xd74
0xd88	0xd9a
0xdb4	0xdc6
0xde2	0xdf4
0xe10	0xe22
0xe3d	0xe4f
0xe79	0xe8b
0xeef	0xf01
0xf3e	0xf50
0xf84	0xf96
0xfba	0xfcc
0xff6	0x1008
0x103a	0x104c
0x1070	0x1082
0x1096	0x10a8
0x4a4e	0x4a5d
0x4c09	0x4c13
0x36	0x41
0x2b	0x36
0x41	0x4c
0x4c	0x57
0x57	0x62
0x6d	0x78
0x9e	0xa9
0xa9	0xb4
0xb4	0xbf
0xbf	0xca
0xda	0xe5
0xf0	0xfb
0xfb	0x106
0x106	0x111
0x121	0x12c
0x12c	0x137
0x137	0x142
0x142	0x14d
0x15d	0x168
0x168	0x173
0x173	0x17e
0x17e	0x189
0x189	0x194
0x194	0x19f
0x1af	0x1ba
0x1ba	0x1c5
0x1c5	0x1d0
0x1d0	0x1db
0x1eb	0x1f6
0x1f6	0x201
0x201	0x20c
0x20c	0x217
0x217	0x222
0x232	0x23d
0x23d	0x248
0x248	0x253
0x253	0x25e
0x26e	0x279
0x279	0x284
0x284	0x28f
0x28f	0x29a
0x29a	0x2a5
0x2a5	0x2b0
0x2b0	0x2bb
0x2bb	0x2c6
0x2d6	0x2e1
0x2e1	0x2ec
0x2ec	0x2f7
0x2f7	0x302
0x312	0x31d
0x31d	0x328
0x328	0x333
0x333	0x33e
0x33e	0x349
0x359	0x364
0x364	0x36f
0x36f	0x37a
0x37a	0x385
0x395	0x3a0
0x3a0	0x3ab
0x3ab	0x3b6
0x3b6	0x3c1
0x3c1	0x3cc
0x3cc	0x3d7
0x3e7	0x3f2
0x3f2	0x3fd
0x3fd	0x408
0x408	0x413
0x423	0x42e
0x42e	0x439
0x439	0x444
0x444	0x44f
0x44f	0x45a
0x469	0x474
0x474	0x47f
0x47f	0x48a
0x48a	0x495
0x118c	0x119b
0x11ea	0x11f1
0x151e	0x152d
0x157c	0x1583
0x181b	0x182a
0x1879	0x1880
