0x656	0x649	-68
0x656	0x650	-64
0x656	0x657	-32
0x656	0x674	0
0x6a8	0x69d	-96
0x6a8	0x6a4	-64
0x6a8	0x6ab	-32
0x767	0x75a	-68
0x767	0x761	-64
0x767	0x768	-32
0x767	0x785	0
0x815	0x808	-68
0x815	0x80f	-64
0x815	0x816	-32
0x815	0x833	0
0x9bb	0x9b3	-68
0x9bb	0x9c0	-64
0x9bb	0x9c4	-32
0xac0	0xab3	-68
0xac0	0xaba	-64
0xac0	0xac1	-32
0xac0	0xadc	0
0xb31	0xb24	-68
0xb31	0xb2b	-64
0xb31	0xb32	-32
0xb31	0xb50	0
0xbd4	0xbc7	-68
0xbd4	0xbce	-64
0xbd4	0xbd5	-32
0xbd4	0xbf2	0
0xc42	0xc35	-68
0xc42	0xc3c	-64
0xc42	0xc43	-32
0xc42	0xc5d	0
0xd2b	0xd1e	-68
0xd2b	0xd25	-64
0xd2b	0xd2c	-32
0xd2b	0xd52	0
0x100b	0xfcd	-196
0x100b	0xfab	-164
0x100b	0xfc4	-152
0x100b	0xfe6	-132
0x100b	0x10da	-132
0x100b	0xff7	-128
0x100b	0x10e2	-100
0x100b	0xffe	-96
0x100b	0x10ea	-68
0x100b	0x1005	-64
0x100b	0x10ef	-36
0x100b	0x100c	-32
0x100b	0x10f4	-4
0x100b	0x1062	32
0x118b	0x117e	-68
0x118b	0x1185	-64
0x118b	0x118c	-32
0x118b	0x11a6	0
0x16ed	0x16e0	-68
0x16ed	0x16e7	-64
0x16ed	0x16ee	-32
0x16ed	0x1709	0
0x1758	0x174b	-68
0x1758	0x1752	-64
0x1758	0x1759	-32
0x1758	0x1776	0
0x17c6	0x17b9	-68
0x17c6	0x17c0	-64
0x17c6	0x17c7	-32
0x17c6	0x17e1	0
0x19c4	0x19b7	-68
0x19c4	0x19be	-64
0x19c4	0x19c5	-32
0x19c4	0x19e4	0
0x1cda	0x1ccd	-68
0x1cda	0x1cd4	-64
0x1cda	0x1cdb	-32
0x1cda	0x1cf8	0
0x1dae	0x1da1	-68
0x1dae	0x1da8	-64
0x1dae	0x1daf	-32
0x1dae	0x1dcc	0
0x1e6c	0x1e5f	-68
0x1e6c	0x1e66	-64
0x1e6c	0x1e6d	-32
0x1e6c	0x1e8a	0
0x1eb6	0x1eab	-96
0x1eb6	0x1eb2	-64
0x1eb6	0x1eb9	-32
0x25b3	0x25bf	-32
0x34b0x21eb	0x21de0x34b	-68
0x34b0x21eb	0x21e50x34b	-64
0x34b0x21eb	0x21ec0x34b	-32
0x34b0x21eb	0x22060x34b	0
0x5aa0x21eb	0x21de0x5aa	-68
0x5aa0x21eb	0x21e50x5aa	-64
0x5aa0x21eb	0x21ec0x5aa	-32
0x5aa0x21eb	0x22060x5aa	0
0x34b0x219a	0x218d0x34b	-68
0x34b0x219a	0x21940x34b	-64
0x34b0x219a	0x219b0x34b	-32
0x34b0x219a	0x21b50x34b	0
0x5aa0x219a	0x218d0x5aa	-68
0x5aa0x219a	0x21940x5aa	-64
0x5aa0x219a	0x219b0x5aa	-32
0x5aa0x219a	0x21b50x5aa	0
0x34b0x2131	0x21240x34b	-68
0x34b0x2131	0x212b0x34b	-64
0x34b0x2131	0x21320x34b	-32
0x34b0x2131	0x214c0x34b	0
0x5aa0x2131	0x21240x5aa	-68
0x5aa0x2131	0x212b0x5aa	-64
0x5aa0x2131	0x21320x5aa	-32
0x5aa0x2131	0x214c0x5aa	0
0x34b0x1fd4	0x1fc70x34b	-68
0x34b0x1fd4	0x1fce0x34b	-64
0x34b0x1fd4	0x1fd50x34b	-32
0x34b0x1fd4	0x1ff20x34b	0
0x5aa0x1fd4	0x1fc70x5aa	-68
0x5aa0x1fd4	0x1fce0x5aa	-64
0x5aa0x1fd4	0x1fd50x5aa	-32
0x5aa0x1fd4	0x1ff20x5aa	0
0x34b0x1f69	0x1f5c0x34b	-68
0x34b0x1f69	0x1f630x34b	-64
0x34b0x1f69	0x1f6a0x34b	-32
0x34b0x1f69	0x1f850x34b	0
0x5aa0x1f69	0x1f5c0x5aa	-68
0x5aa0x1f69	0x1f630x5aa	-64
0x5aa0x1f69	0x1f6a0x5aa	-32
0x5aa0x1f69	0x1f850x5aa	0
0x4660x1bb6	0x1ba90x466	-68
0x4660x1bb6	0x1bb00x466	-64
0x4660x1bb6	0x1bb70x466	-32
0x4660x1bb6	0x1bd40x466	0
0x5ea0x1bb6	0x1ba90x5ea	-68
0x5ea0x1bb6	0x1bb00x5ea	-64
0x5ea0x1bb6	0x1bb70x5ea	-32
0x5ea0x1bb6	0x1bd40x5ea	0
0x4660x1b5d	0x1b500x466	-68
0x4660x1b5d	0x1b570x466	-64
0x4660x1b5d	0x1b5e0x466	-32
0x4660x1b5d	0x1b780x466	0
0x5ea0x1b5d	0x1b500x5ea	-68
0x5ea0x1b5d	0x1b570x5ea	-64
0x5ea0x1b5d	0x1b5e0x5ea	-32
0x5ea0x1b5d	0x1b780x5ea	0
0x4660x1aef	0x1ae20x466	-68
0x4660x1aef	0x1ae90x466	-64
0x4660x1aef	0x1af00x466	-32
0x4660x1aef	0x1b0d0x466	0
0x5ea0x1aef	0x1ae20x5ea	-68
0x5ea0x1aef	0x1ae90x5ea	-64
0x5ea0x1aef	0x1af00x5ea	-32
0x5ea0x1aef	0x1b0d0x5ea	0
0x4660x1a84	0x1a770x466	-68
0x4660x1a84	0x1a7e0x466	-64
0x4660x1a84	0x1a850x466	-32
0x4660x1a84	0x1aa00x466	0
0x5ea0x1a84	0x1a770x5ea	-68
0x5ea0x1a84	0x1a7e0x5ea	-64
0x5ea0x1a84	0x1a850x5ea	-32
0x5ea0x1a84	0x1aa00x5ea	0
0x2f70x147e	0x14710x2f7	-68
0x2f70x147e	0x14780x2f7	-64
0x2f70x147e	0x147f0x2f7	-32
0x2f70x147e	0x149b0x2f7	0
0x5ea0x147e	0x14710x5ea	-68
0x5ea0x147e	0x14780x5ea	-64
0x5ea0x147e	0x147f0x5ea	-32
0x5ea0x147e	0x149b0x5ea	0
0x2f70x1431	0x14240x2f7	-68
0x2f70x1431	0x142b0x2f7	-64
0x2f70x1431	0x14320x2f7	-32
0x2f70x1431	0x144c0x2f7	0
0x5ea0x1431	0x14240x5ea	-68
0x5ea0x1431	0x142b0x5ea	-64
0x5ea0x1431	0x14320x5ea	-32
0x5ea0x1431	0x144c0x5ea	0
0x2f70x13c6	0x13b90x2f7	-68
0x2f70x13c6	0x13c00x2f7	-64
0x2f70x13c6	0x13c70x2f7	-32
0x2f70x13c6	0x13e10x2f7	0
0x5ea0x13c6	0x13b90x5ea	-68
0x5ea0x13c6	0x13c00x5ea	-64
0x5ea0x13c6	0x13c70x5ea	-32
0x5ea0x13c6	0x13e10x5ea	0
0x2f70x1372	0x13650x2f7	-68
0x2f70x1372	0x136c0x2f7	-64
0x2f70x1372	0x13730x2f7	-32
0x2f70x1372	0x13900x2f7	0
0x5ea0x1372	0x13650x5ea	-68
0x5ea0x1372	0x136c0x5ea	-64
0x5ea0x1372	0x13730x5ea	-32
0x5ea0x1372	0x13900x5ea	0
0x2f70x1307	0x12fa0x2f7	-68
0x2f70x1307	0x13010x2f7	-64
0x2f70x1307	0x13080x2f7	-32
0x2f70x1307	0x13230x2f7	0
0x5ea0x1307	0x12fa0x5ea	-68
0x5ea0x1307	0x13010x5ea	-64
0x5ea0x1307	0x13080x5ea	-32
0x5ea0x1307	0x13230x5ea	0
0x26ccV0x153c0x2f7	0x26bfS0x153c0x2f7	-68
0x26ccV0x153c0x2f7	0x26c6S0x153c0x2f7	-64
0x26ccV0x153c0x2f7	0x26cdS0x153c0x2f7	-32
0x26ccV0x153c0x2f7	0x26ebS0x153c0x2f7	0
0x26ccV0x153c0x5ea	0x26bfS0x153c0x5ea	-68
0x26ccV0x153c0x5ea	0x26c6S0x153c0x5ea	-64
0x26ccV0x153c0x5ea	0x26cdS0x153c0x5ea	-32
0x26ccV0x153c0x5ea	0x26ebS0x153c0x5ea	0
0x26ccV0x15d70x2f7	0x26bfS0x15d70x2f7	-68
0x26ccV0x15d70x2f7	0x26c6S0x15d70x2f7	-64
0x26ccV0x15d70x2f7	0x26cdS0x15d70x2f7	-32
0x26ccV0x15d70x2f7	0x26ebS0x15d70x2f7	0
0x26ccV0x15d70x5ea	0x26bfS0x15d70x5ea	-68
0x26ccV0x15d70x5ea	0x26c6S0x15d70x5ea	-64
0x26ccV0x15d70x5ea	0x26cdS0x15d70x5ea	-32
0x26ccV0x15d70x5ea	0x26ebS0x15d70x5ea	0
