[0x00000000, nil]
[0xc1e80334, nil]
[0x26782247, nil]
[0xe992a041, nil]
[0x396f7b23, nil]
[0xe9c714f2, nil]
[0x52f98dd4, nil]
[0xc1e80334, [0x1c5, nil]]
[0x26782247, [0x120, nil]]
[0xf3b04558, nil]
[0x5c60da1b, nil]
[0xe992a041, [0x1da, nil]]
[0x396f7b23, [0x151, nil]]
[0xf851a440, nil]
[0xb71d1a0c, nil]
[0xe9c714f2, [0x20d, nil]]
[0x52f98dd4, [0x166, nil]]
[0xf3b04558, [0x222, nil]]
[0x5c60da1b, [0x17b, nil]]
[0xf851a440, [0x237, nil]]
[0xb71d1a0c, [0x190, nil]]
