0xa3
0x23d
0x37a
0x3c7
0x546
0x552
0x9a2
0xa58
0x1297
0x12b3
0x12cc
0x20ac
0x21a3
0x21f6
0x22c0
0x24e5
0x26ec
0x26ef
0x26f2
0x26f5
0x26f8
0x26fb
0x26fe
0x2701
0x2704
0x2707
0x270a
